eventId	parentSampleId	sampleId	sampleType	parameter	verbatimScientificName	individualCount	verbatimIdentification	scientificName	scientificNameAuthorship	scientificNameId	kingdom	phylum	class	order	family	genus	specificEpithet	identifiedBy1	identifiedBy2	identifiedBy3	identifiedBy4	identifiedById1	identifiedById2	identifiedById3	identifiedById4	preservedIn1	preservedIn2	preservedIn3	container1	container2	container3	remark	recordedBy1	tangoProject	occurrenceRemarks	recordedBy	recordedByID	identifiedBy	identifiedByID
RD_1		152	biota		Porifera	15	Porifera	Porifera	Grant, 1836	urn:lsid:marinespecies.org:taxname:558	Animalia	Porifera						Henri Robert	Camille Moreau				https://orcid.org/0000-0002-0981-7442			Ethanol 96				Kautex 100 ml			Bruno Danis	BIODIVERSITY_MEGABENTHOS		Bruno Danis		Henri Robert | Camille Moreau	https://orcid.org/0000-0002-0981-7442
RD_1		153	biota		Invertebrata													Henri Robert	Camille Moreau	Emil De Borger			https://orcid.org/0000-0002-0981-7442	https://orcid.org/0000-0003-4905-1637		Ethanol 96				Kautex 100 ml		Unsorted	Bruno Danis	BIODIVERSITY_MEGABENTHOS		Bruno Danis		Henri Robert | Camille Moreau | Emil De Borger	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0003-4905-1637
RD_1		154	biota		Invertebrata													Henri Robert	Camille Moreau	Emil De Borger			https://orcid.org/0000-0002-0981-7442	https://orcid.org/0000-0003-4905-1637		Ethanol 96				Kautex 100 ml		Unsorted	Bruno Danis	BIODIVERSITY_MEGABENTHOS		Bruno Danis		Henri Robert | Camille Moreau | Emil De Borger	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0003-4905-1637
RD_1		155	biota		Algae	1												Henri Robert	Camille Moreau	Emil De Borger			https://orcid.org/0000-0002-0981-7442	https://orcid.org/0000-0003-4905-1637		Ethanol 96				Glass Vial 20 ml			Bruno Danis	BIODIVERSITY_MEGABENTHOS		Bruno Danis		Henri Robert | Camille Moreau | Emil De Borger	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0003-4905-1637
RD_1		156	biota		Algae	5												Henri Robert	Camille Moreau	Emil De Borger			https://orcid.org/0000-0002-0981-7442	https://orcid.org/0000-0003-4905-1637		Ethanol 96				Glass Vial 20 ml			Bruno Danis	BIODIVERSITY_MEGABENTHOS		Bruno Danis		Henri Robert | Camille Moreau | Emil De Borger	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0003-4905-1637
RD_1		157	biota		Algae	1												Henri Robert	Camille Moreau	Emil De Borger			https://orcid.org/0000-0002-0981-7442	https://orcid.org/0000-0003-4905-1637		Ethanol 96				Glass Vial 20 ml			Bruno Danis	BIODIVERSITY_MEGABENTHOS		Bruno Danis		Henri Robert | Camille Moreau | Emil De Borger	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0003-4905-1637
RD_1		158	biota		Bivalvia	15	Bivalvia	Bivalvia	Linnaeus, 1758	urn:lsid:marinespecies.org:taxname:105	Animalia	Mollusca	Bivalvia					Henri Robert	Camille Moreau	Emil De Borger			https://orcid.org/0000-0002-0981-7442	https://orcid.org/0000-0003-4905-1637		Ethanol 96				Glass Vial 20 ml			Bruno Danis	BIODIVERSITY_MEGABENTHOS		Bruno Danis		Henri Robert | Camille Moreau | Emil De Borger	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0003-4905-1637
RD_1		159	biota		Bivalvia	7	Bivalvia	Bivalvia	Linnaeus, 1758	urn:lsid:marinespecies.org:taxname:105	Animalia	Mollusca	Bivalvia					Henri Robert	Camille Moreau	Emil De Borger			https://orcid.org/0000-0002-0981-7442	https://orcid.org/0000-0003-4905-1637		Ethanol 96				Glass Vial 20 ml			Bruno Danis	BIODIVERSITY_MEGABENTHOS		Bruno Danis		Henri Robert | Camille Moreau | Emil De Borger	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0003-4905-1637
RD_1		160	biota		Amphipoda	150	Amphipoda	Amphipoda	Latreille, 1816	urn:lsid:marinespecies.org:taxname:1135	Animalia	Arthropoda	Malacostraca	Amphipoda				Henri Robert	Camille Moreau	Emil De Borger			https://orcid.org/0000-0002-0981-7442	https://orcid.org/0000-0003-4905-1637		Ethanol 96				Glass Vial 20 ml			Bruno Danis	BIODIVERSITY_MEGABENTHOS		Bruno Danis		Henri Robert | Camille Moreau | Emil De Borger	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0003-4905-1637
RD_1		161	biota		Amphipoda	30	Amphipoda	Amphipoda	Latreille, 1816	urn:lsid:marinespecies.org:taxname:1135	Animalia	Arthropoda	Malacostraca	Amphipoda				Henri Robert	Camille Moreau	Emil De Borger			https://orcid.org/0000-0002-0981-7442	https://orcid.org/0000-0003-4905-1637		Ethanol 96				Glass Vial 20 ml			Bruno Danis	BIODIVERSITY_MEGABENTHOS		Bruno Danis		Henri Robert | Camille Moreau | Emil De Borger	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0003-4905-1637
RD_1		162	biota		Isopoda	30	Isopoda	Isopoda	Latreille, 1816	urn:lsid:marinespecies.org:taxname:1131	Animalia	Arthropoda	Malacostraca	Isopoda				Henri Robert	Camille Moreau	Emil De Borger			https://orcid.org/0000-0002-0981-7442	https://orcid.org/0000-0003-4905-1637		Ethanol 96				Glass Vial 20 ml			Bruno Danis	BIODIVERSITY_MEGABENTHOS		Bruno Danis		Henri Robert | Camille Moreau | Emil De Borger	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0003-4905-1637
RD_1		163	biota		Cumacea	18	Cumacea	Cumacea	Krøyer, 1846	urn:lsid:marinespecies.org:taxname:1137	Animalia	Arthropoda	Malacostraca	Cumacea				Henri Robert	Camille Moreau	Emil De Borger			https://orcid.org/0000-0002-0981-7442	https://orcid.org/0000-0003-4905-1637		Ethanol 96				Glass Vial 5 ml			Bruno Danis	BIODIVERSITY_MEGABENTHOS		Bruno Danis		Henri Robert | Camille Moreau | Emil De Borger	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0003-4905-1637
RD_1		164	biota		Polychaeta	6	Polychaeta	Polychaeta	Grube, 1850	urn:lsid:marinespecies.org:taxname:883	Animalia	Annelida	Polychaeta					Henri Robert	Camille Moreau	Emil De Borger			https://orcid.org/0000-0002-0981-7442	https://orcid.org/0000-0003-4905-1637		Ethanol 96				Glass Vial 5 ml			Bruno Danis	BIODIVERSITY_MEGABENTHOS		Bruno Danis		Henri Robert | Camille Moreau | Emil De Borger	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0003-4905-1637
RD_1		165	biota		Undetermined	10	Biota											Henri Robert	Camille Moreau	Emil De Borger			https://orcid.org/0000-0002-0981-7442	https://orcid.org/0000-0003-4905-1637		Ethanol 96				Glass Vial 5 ml			Bruno Danis	BIODIVERSITY_MEGABENTHOS		Bruno Danis		Henri Robert | Camille Moreau | Emil De Borger	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0003-4905-1637
RD_1		166	biota		Asteroidea	2	Asteroidea	Asteroidea	de Blainville, 1830	urn:lsid:marinespecies.org:taxname:123080	Animalia	Echinodermata	Asteroidea					Henri Robert	Camille Moreau	Emil De Borger			https://orcid.org/0000-0002-0981-7442	https://orcid.org/0000-0003-4905-1637		Ethanol 96				Glass Vial 5 ml			Bruno Danis	BIODIVERSITY_MEGABENTHOS		Bruno Danis		Henri Robert | Camille Moreau | Emil De Borger	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0003-4905-1637
RD_1		167	biota		Gastropoda	30	Gastropoda	Gastropoda	Cuvier, 1795	urn:lsid:marinespecies.org:taxname:101	Animalia	Mollusca	Gastropoda					Henri Robert	Camille Moreau	Emil De Borger			https://orcid.org/0000-0002-0981-7442	https://orcid.org/0000-0003-4905-1637		Ethanol 96				Glass Vial 5 ml			Bruno Danis	BIODIVERSITY_MEGABENTHOS		Bruno Danis		Henri Robert | Camille Moreau | Emil De Borger	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0003-4905-1637
RD_1		168	biota		Sterechinus neumayeri	21	Sterechinus neumayeri	Sterechinus neumayeri	(Meissner, 1900)	urn:lsid:marinespecies.org:taxname:160831	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri	Henri Robert	Camille Moreau	Emil De Borger			https://orcid.org/0000-0002-0981-7442	https://orcid.org/0000-0003-4905-1637		Ethanol 96						Not collected	Bruno Danis	BIODIVERSITY_MEGABENTHOS		Bruno Danis		Henri Robert | Camille Moreau | Emil De Borger	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0003-4905-1637
DIV_2		73	Incubation core															Emil De Borger				https://orcid.org/0000-0003-4905-1637																Emil De Borger	https://orcid.org/0000-0003-4905-1637
DIV_2		74	Incubation core															Emil De Borger				https://orcid.org/0000-0003-4905-1637																Emil De Borger	https://orcid.org/0000-0003-4905-1637
DIV_2		75	Incubation core															Emil De Borger				https://orcid.org/0000-0003-4905-1637																Emil De Borger	https://orcid.org/0000-0003-4905-1637
DIV_2		76	Pb210 core															Emil De Borger				https://orcid.org/0000-0003-4905-1637																Emil De Borger	https://orcid.org/0000-0003-4905-1637
DIV_2		77	TOC/Pigments core															Emil De Borger				https://orcid.org/0000-0003-4905-1637																Emil De Borger	https://orcid.org/0000-0003-4905-1637
DIV_2		78	TOC/Pigments core															Emil De Borger				https://orcid.org/0000-0003-4905-1637																Emil De Borger	https://orcid.org/0000-0003-4905-1637
DIV_2		79	TOC/Pigments core															Emil De Borger				https://orcid.org/0000-0003-4905-1637																Emil De Borger	https://orcid.org/0000-0003-4905-1637
DIV_2		80	Meiobenthos core															Emil De Borger				https://orcid.org/0000-0003-4905-1637																Emil De Borger	https://orcid.org/0000-0003-4905-1637
DIV_2		81	Meiobenthos core															Emil De Borger				https://orcid.org/0000-0003-4905-1637																Emil De Borger	https://orcid.org/0000-0003-4905-1637
DIV_2		82	Meiobenthos core															Emil De Borger				https://orcid.org/0000-0003-4905-1637																Emil De Borger	https://orcid.org/0000-0003-4905-1637
DIV_1		1	Biota		Sterechinus neumayeri		Sterechinus neumayeri	Sterechinus neumayeri	(Meissner, 1900)	urn:lsid:marinespecies.org:taxname:160831	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri	Manon Bayat	Lea Katz	Martin Dogniez	Bruno Danis		https://orcid.org/0000-0001-5748-602X	https://orcid.org/0000-0002-9708-1761	https://orcid.org/0000-0002-9037-7623	Ethanol 96	RNA Later	Dried	Eppendorf 1.5 ml	Eppendorf 1.5 ml	Scintillation vial 20 ml							Manon Bayat | Lea Katz | Martin Dogniez | Bruno Danis	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0002-9037-7623
DIV_1		2	Biota		Sterechinus neumayeri		Sterechinus neumayeri	Sterechinus neumayeri	(Meissner, 1900)	urn:lsid:marinespecies.org:taxname:160831	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri	Manon Bayat	Lea Katz	Martin Dogniez	Bruno Danis		https://orcid.org/0000-0001-5748-602X	https://orcid.org/0000-0002-9708-1761	https://orcid.org/0000-0002-9037-7623	Ethanol 96	RNA Later	Dried	Eppendorf 1.5 ml	Eppendorf 1.5 ml	Scintillation vial 20 ml							Manon Bayat | Lea Katz | Martin Dogniez | Bruno Danis	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0002-9037-7623
DIV_1		3	Biota		Sterechinus neumayeri		Sterechinus neumayeri	Sterechinus neumayeri	(Meissner, 1900)	urn:lsid:marinespecies.org:taxname:160831	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri	Manon Bayat	Lea Katz	Martin Dogniez	Bruno Danis		https://orcid.org/0000-0001-5748-602X	https://orcid.org/0000-0002-9708-1761	https://orcid.org/0000-0002-9037-7623	Ethanol 96	RNA Later	Dried	Eppendorf 1.5 ml	Eppendorf 1.5 ml	Scintillation vial 20 ml							Manon Bayat | Lea Katz | Martin Dogniez | Bruno Danis	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0002-9037-7623
DIV_1		4	Biota		Sterechinus neumayeri		Sterechinus neumayeri	Sterechinus neumayeri	(Meissner, 1900)	urn:lsid:marinespecies.org:taxname:160831	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri	Manon Bayat	Lea Katz	Martin Dogniez	Bruno Danis		https://orcid.org/0000-0001-5748-602X	https://orcid.org/0000-0002-9708-1761	https://orcid.org/0000-0002-9037-7623	Ethanol 96	RNA Later	Dried	Eppendorf 1.5 ml	Eppendorf 1.5 ml	Scintillation vial 20 ml							Manon Bayat | Lea Katz | Martin Dogniez | Bruno Danis	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0002-9037-7623
DIV_1		5	Biota		Sterechinus neumayeri		Sterechinus neumayeri	Sterechinus neumayeri	(Meissner, 1900)	urn:lsid:marinespecies.org:taxname:160831	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri	Manon Bayat	Lea Katz	Martin Dogniez	Bruno Danis		https://orcid.org/0000-0001-5748-602X	https://orcid.org/0000-0002-9708-1761	https://orcid.org/0000-0002-9037-7623	Ethanol 96	RNA Later	Dried	Eppendorf 1.5 ml	Eppendorf 1.5 ml	Scintillation vial 20 ml							Manon Bayat | Lea Katz | Martin Dogniez | Bruno Danis	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0002-9037-7623
DIV_1		6	Biota		Sterechinus neumayeri		Sterechinus neumayeri	Sterechinus neumayeri	(Meissner, 1900)	urn:lsid:marinespecies.org:taxname:160831	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri	Manon Bayat	Lea Katz	Martin Dogniez	Bruno Danis		https://orcid.org/0000-0001-5748-602X	https://orcid.org/0000-0002-9708-1761	https://orcid.org/0000-0002-9037-7623	Ethanol 96	RNA Later	Dried	Eppendorf 1.5 ml	Eppendorf 1.5 ml	Scintillation vial 20 ml							Manon Bayat | Lea Katz | Martin Dogniez | Bruno Danis	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0002-9037-7623
DIV_1		7	Biota		Sterechinus neumayeri		Sterechinus neumayeri	Sterechinus neumayeri	(Meissner, 1900)	urn:lsid:marinespecies.org:taxname:160831	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri	Manon Bayat	Lea Katz	Martin Dogniez	Bruno Danis		https://orcid.org/0000-0001-5748-602X	https://orcid.org/0000-0002-9708-1761	https://orcid.org/0000-0002-9037-7623	Ethanol 96	RNA Later	Dried	Eppendorf 1.5 ml	Eppendorf 1.5 ml	Scintillation vial 20 ml							Manon Bayat | Lea Katz | Martin Dogniez | Bruno Danis	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0002-9037-7623
DIV_1		8	Biota		Sterechinus neumayeri		Sterechinus neumayeri	Sterechinus neumayeri	(Meissner, 1900)	urn:lsid:marinespecies.org:taxname:160831	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri	Manon Bayat	Lea Katz	Martin Dogniez	Bruno Danis		https://orcid.org/0000-0001-5748-602X	https://orcid.org/0000-0002-9708-1761	https://orcid.org/0000-0002-9037-7623	Ethanol 96	RNA Later	Dried	Eppendorf 1.5 ml	Eppendorf 1.5 ml	Scintillation vial 20 ml							Manon Bayat | Lea Katz | Martin Dogniez | Bruno Danis	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0002-9037-7623
DIV_1		9	Biota		Sterechinus neumayeri		Sterechinus neumayeri	Sterechinus neumayeri	(Meissner, 1900)	urn:lsid:marinespecies.org:taxname:160831	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri	Manon Bayat	Lea Katz	Martin Dogniez	Bruno Danis		https://orcid.org/0000-0001-5748-602X	https://orcid.org/0000-0002-9708-1761	https://orcid.org/0000-0002-9037-7623	Ethanol 96	RNA Later	Dried	Eppendorf 1.5 ml	Eppendorf 1.5 ml	Scintillation vial 20 ml							Manon Bayat | Lea Katz | Martin Dogniez | Bruno Danis	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0002-9037-7623
DIV_1		10	Biota		Sterechinus neumayeri		Sterechinus neumayeri	Sterechinus neumayeri	(Meissner, 1900)	urn:lsid:marinespecies.org:taxname:160831	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri	Manon Bayat	Lea Katz	Martin Dogniez	Bruno Danis		https://orcid.org/0000-0001-5748-602X	https://orcid.org/0000-0002-9708-1761	https://orcid.org/0000-0002-9037-7623	Ethanol 96	RNA Later	Dried	Eppendorf 1.5 ml	Eppendorf 1.5 ml	Scintillation vial 20 ml							Manon Bayat | Lea Katz | Martin Dogniez | Bruno Danis	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0002-9037-7623
DIV_1		11	Biota		Sterechinus neumayeri		Sterechinus neumayeri	Sterechinus neumayeri	(Meissner, 1900)	urn:lsid:marinespecies.org:taxname:160831	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri	Manon Bayat	Lea Katz	Martin Dogniez	Bruno Danis		https://orcid.org/0000-0001-5748-602X	https://orcid.org/0000-0002-9708-1761	https://orcid.org/0000-0002-9037-7623	Ethanol 96	RNA Later	Dried	Eppendorf 1.5 ml	Eppendorf 1.5 ml	Scintillation vial 20 ml							Manon Bayat | Lea Katz | Martin Dogniez | Bruno Danis	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0002-9037-7623
DIV_1		12	Biota		Sterechinus neumayeri		Sterechinus neumayeri	Sterechinus neumayeri	(Meissner, 1900)	urn:lsid:marinespecies.org:taxname:160831	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri	Manon Bayat	Lea Katz	Martin Dogniez	Bruno Danis		https://orcid.org/0000-0001-5748-602X	https://orcid.org/0000-0002-9708-1761	https://orcid.org/0000-0002-9037-7623	Ethanol 96	RNA Later	Dried	Eppendorf 1.5 ml	Eppendorf 1.5 ml	Scintillation vial 20 ml							Manon Bayat | Lea Katz | Martin Dogniez | Bruno Danis	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0002-9037-7623
DIV_1		13	Biota		Sterechinus neumayeri		Sterechinus neumayeri	Sterechinus neumayeri	(Meissner, 1900)	urn:lsid:marinespecies.org:taxname:160831	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri	Manon Bayat	Lea Katz	Martin Dogniez	Bruno Danis		https://orcid.org/0000-0001-5748-602X	https://orcid.org/0000-0002-9708-1761	https://orcid.org/0000-0002-9037-7623	Ethanol 96	RNA Later	Dried	Eppendorf 1.5 ml	Eppendorf 1.5 ml	Scintillation vial 20 ml							Manon Bayat | Lea Katz | Martin Dogniez | Bruno Danis	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0002-9037-7623
DIV_1		14	Biota		Sterechinus neumayeri		Sterechinus neumayeri	Sterechinus neumayeri	(Meissner, 1900)	urn:lsid:marinespecies.org:taxname:160831	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri	Manon Bayat	Lea Katz	Martin Dogniez	Bruno Danis		https://orcid.org/0000-0001-5748-602X	https://orcid.org/0000-0002-9708-1761	https://orcid.org/0000-0002-9037-7623	Ethanol 96	RNA Later	Dried	Eppendorf 1.5 ml	Eppendorf 1.5 ml	Scintillation vial 20 ml							Manon Bayat | Lea Katz | Martin Dogniez | Bruno Danis	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0002-9037-7623
DIV_1		15	Biota		Sterechinus neumayeri		Sterechinus neumayeri	Sterechinus neumayeri	(Meissner, 1900)	urn:lsid:marinespecies.org:taxname:160831	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri	Manon Bayat	Lea Katz	Martin Dogniez	Bruno Danis		https://orcid.org/0000-0001-5748-602X	https://orcid.org/0000-0002-9708-1761	https://orcid.org/0000-0002-9037-7623	Ethanol 96	RNA Later	Dried	Eppendorf 1.5 ml	Eppendorf 1.5 ml	Scintillation vial 20 ml							Manon Bayat | Lea Katz | Martin Dogniez | Bruno Danis	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0002-9037-7623
DIV_1		16	Biota		Sterechinus neumayeri		Sterechinus neumayeri	Sterechinus neumayeri	(Meissner, 1900)	urn:lsid:marinespecies.org:taxname:160831	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri	Manon Bayat	Lea Katz	Martin Dogniez	Bruno Danis		https://orcid.org/0000-0001-5748-602X	https://orcid.org/0000-0002-9708-1761	https://orcid.org/0000-0002-9037-7623	Ethanol 96	RNA Later	Dried	Eppendorf 1.5 ml	Eppendorf 1.5 ml	Scintillation vial 20 ml							Manon Bayat | Lea Katz | Martin Dogniez | Bruno Danis	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0002-9037-7623
DIV_1		17	Biota		Sterechinus neumayeri		Sterechinus neumayeri	Sterechinus neumayeri	(Meissner, 1900)	urn:lsid:marinespecies.org:taxname:160831	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri	Manon Bayat	Lea Katz	Martin Dogniez	Bruno Danis		https://orcid.org/0000-0001-5748-602X	https://orcid.org/0000-0002-9708-1761	https://orcid.org/0000-0002-9037-7623	Ethanol 96	RNA Later	Dried	Eppendorf 1.5 ml	Eppendorf 1.5 ml	Scintillation vial 20 ml							Manon Bayat | Lea Katz | Martin Dogniez | Bruno Danis	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0002-9037-7623
DIV_1		18	Biota		Sterechinus neumayeri		Sterechinus neumayeri	Sterechinus neumayeri	(Meissner, 1900)	urn:lsid:marinespecies.org:taxname:160831	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri	Manon Bayat	Lea Katz	Martin Dogniez	Bruno Danis		https://orcid.org/0000-0001-5748-602X	https://orcid.org/0000-0002-9708-1761	https://orcid.org/0000-0002-9037-7623	Ethanol 96	RNA Later	Dried	Eppendorf 1.5 ml	Eppendorf 1.5 ml	Scintillation vial 20 ml							Manon Bayat | Lea Katz | Martin Dogniez | Bruno Danis	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0002-9037-7623
DIV_1		19	Biota		Sterechinus neumayeri		Sterechinus neumayeri	Sterechinus neumayeri	(Meissner, 1900)	urn:lsid:marinespecies.org:taxname:160831	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri	Manon Bayat	Lea Katz	Martin Dogniez	Bruno Danis		https://orcid.org/0000-0001-5748-602X	https://orcid.org/0000-0002-9708-1761	https://orcid.org/0000-0002-9037-7623	Ethanol 96	RNA Later	Dried	Eppendorf 1.5 ml	Eppendorf 1.5 ml	Scintillation vial 20 ml							Manon Bayat | Lea Katz | Martin Dogniez | Bruno Danis	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0002-9037-7623
DIV_1		20	Biota		Sterechinus neumayeri		Sterechinus neumayeri	Sterechinus neumayeri	(Meissner, 1900)	urn:lsid:marinespecies.org:taxname:160831	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri	Manon Bayat	Lea Katz	Martin Dogniez	Bruno Danis		https://orcid.org/0000-0001-5748-602X	https://orcid.org/0000-0002-9708-1761	https://orcid.org/0000-0002-9037-7623	Ethanol 96	RNA Later	Dried	Eppendorf 1.5 ml	Eppendorf 1.5 ml	Scintillation vial 20 ml							Manon Bayat | Lea Katz | Martin Dogniez | Bruno Danis	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0002-9037-7623
DIV_1		21	Biota		Sterechinus neumayeri		Sterechinus neumayeri	Sterechinus neumayeri	(Meissner, 1900)	urn:lsid:marinespecies.org:taxname:160831	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri	Manon Bayat	Lea Katz	Martin Dogniez	Bruno Danis		https://orcid.org/0000-0001-5748-602X	https://orcid.org/0000-0002-9708-1761	https://orcid.org/0000-0002-9037-7623	Ethanol 96	RNA Later	Dried	Eppendorf 1.5 ml	Eppendorf 1.5 ml	Scintillation vial 20 ml							Manon Bayat | Lea Katz | Martin Dogniez | Bruno Danis	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0002-9037-7623
DIV_1		22	Biota		Sterechinus neumayeri		Sterechinus neumayeri	Sterechinus neumayeri	(Meissner, 1900)	urn:lsid:marinespecies.org:taxname:160831	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri	Manon Bayat	Lea Katz	Martin Dogniez	Bruno Danis		https://orcid.org/0000-0001-5748-602X	https://orcid.org/0000-0002-9708-1761	https://orcid.org/0000-0002-9037-7623	Ethanol 96	RNA Later	Dried	Eppendorf 1.5 ml	Eppendorf 1.5 ml	Scintillation vial 20 ml							Manon Bayat | Lea Katz | Martin Dogniez | Bruno Danis	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0002-9037-7623
DIV_1		23	Biota		Sterechinus neumayeri		Sterechinus neumayeri	Sterechinus neumayeri	(Meissner, 1900)	urn:lsid:marinespecies.org:taxname:160831	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri	Manon Bayat	Lea Katz	Martin Dogniez	Bruno Danis		https://orcid.org/0000-0001-5748-602X	https://orcid.org/0000-0002-9708-1761	https://orcid.org/0000-0002-9037-7623	Ethanol 96	RNA Later	Dried	Eppendorf 1.5 ml	Eppendorf 1.5 ml	Scintillation vial 20 ml							Manon Bayat | Lea Katz | Martin Dogniez | Bruno Danis	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0002-9037-7623
DIV_1		24	Biota		Sterechinus neumayeri		Sterechinus neumayeri	Sterechinus neumayeri	(Meissner, 1900)	urn:lsid:marinespecies.org:taxname:160831	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri	Manon Bayat	Lea Katz	Martin Dogniez	Bruno Danis		https://orcid.org/0000-0001-5748-602X	https://orcid.org/0000-0002-9708-1761	https://orcid.org/0000-0002-9037-7623	Ethanol 96	RNA Later	Dried	Eppendorf 1.5 ml	Eppendorf 1.5 ml	Scintillation vial 20 ml							Manon Bayat | Lea Katz | Martin Dogniez | Bruno Danis	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0002-9037-7623
