eventID	locality	higherGeographyID	gearType	eventDateStart	eventDateStop	timeStartUtc3	timeEndUtc3	eventTime	eventDate	duration	recordedBy	recordedByID	latStartDecMin	longStartDecMin	latStopDecMin	longStopDecMin	minimumDepthInMeters	maximumDepthInMeters	maximumElevationInMeters	sampleIdsStart	sampleIdsStop	eventRemarks	latStart	longStart	parentEventID	samplingProtocol	lat_start	lat_stop	lon_start	lon_stop	decimalLatitude	decimalLongitude	distance_m	coordinateUncertaintyInMeters	eventDate_chr	eventTime_chr	multi_day	start_text	end_text	start_datetime	end_datetime	sampleSizeValue	sampleSizeUnit
TANGO2_ROV_13	Hovgaard Islands	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109398	ROV	2024-02-19T00:00:00Z		1899-12-31T13:00:00Z	1899-12-31T14:20:00Z	13:00-03:00/14:20-03:00	2024-02-19	0.05555555555555558	Lea Katz | Henri Robert	https://orcid.org/0000-0001-5748-602X	65°06,079	64°04,951						2270	2280				https://www.wikidata.org/wiki/Q137398578	Remotely Operated Vehicle | https://doi.org/10.5281/zenodo.11653690 | A small affordable Remotely Operated Vehicle (ROV), the BlueROV2 from BlueRobotics, was equipped with a downward looking GoPro (HERO10), a single-beam sonar and a pair of lasers. The ROV was deployed from the Australis itself or from a Bombard C4 tender. With a person managing the tether to assist the pilot. GPS coordinates were taken on the surface using a handheld GPS (Garmin Oregon 600), then the ROV headed straight downwards until reaching the bottom. It was then flown at a constant altitude above the seafloor (1 meter), with a known bearing, for approx. 15 minutes at a pace of 0,1m/s, resulting in transects between 90-110 meters, depending on the geomorphological characteristics of the site. Then, it was brought back straight upwards to the surface and a second GPS point was recorded. If, for weather or logistic reasons, it was not possible to retrieve the second GPS point, it was calculated afterwards using distance and bearing.	-65.10131666666666		-64.08251666666666		-65.1013	-64.0825			2024-02-19	13:00-03:00/14:20-03:00	FALSE	2024-02-19T13:00-0300	2024-02-19T14:20-0300	2024-02-19T16:00:00Z	2024-02-19T17:20:00Z	80	minutes
TANGO2_NIS_64	Hovgaard Islands	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109398	NIS	2024-02-19T00:00:00Z		1899-12-31T11:00:00Z	1899-12-31T12:00:00Z	11:00-03:00/12:00-03:00	2024-02-19	0.041666666666666685	Axelle Brusselman | Manon Bayat	https://orcid.org/0009-0002-6669-2911	65°06,079	64°04,950			0	20		2342	2346				https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.	-65.10131666666666		-64.0825		-65.1013	-64.0825			2024-02-19	11:00-03:00/12:00-03:00	FALSE	2024-02-19T11:00-0300	2024-02-19T12:00-0300	2024-02-19T14:00:00Z	2024-02-19T15:00:00Z	60	minutes
TANGO2_NIS_65	Hovgaard Islands	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109398	NIS	2024-02-19T00:00:00Z		1899-12-31T14:00:00Z	1899-12-31T15:00:00Z	14:00-03:00/15:00-03:00	2024-02-19	0.04166666666666663	Axelle Brusselman | Anthony Voisin | Manon Bayat	https://orcid.org/0009-0002-6669-2911 | https://orcid.org/0000-0003-3696-4445								2347	2349				https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.									2024-02-19	14:00-03:00/15:00-03:00	FALSE	2024-02-19T14:00-0300	2024-02-19T15:00-0300	2024-02-19T17:00:00Z	2024-02-19T18:00:00Z	60	minutes
TANGO2_DIV_20	Hovgaard Islands	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109398	DIV	2024-02-19T00:00:00Z		1899-12-31T16:18:00Z	1899-12-31T16:55:00Z	16:18-03:00/16:55-03:00	2024-02-19	0.025694444444444464	Camille Moreau | Lucas Terrana	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0001-5767-3220	65°06,2195	64°05,089				22		2361	2430				https://www.wikidata.org/wiki/Q137398578	Scuba Divers | https://doi.org/10.5281/zenodo.11653690 | Diving activities are reported in the cruise report (see Table 17 Summary of diving activities during TANGO2). Underwater imagery was shot by the divers Team (Lucas Terrana, Lea Katz, Camille Moreau, Martin Dogniez and Anthony Voisin).	-65.10365833333333		-64.08481666666667		-65.1037	-64.0848			2024-02-19	16:18-03:00/16:55-03:00	FALSE	2024-02-19T16:18-0300	2024-02-19T16:55-0300	2024-02-19T19:18:00Z	2024-02-19T19:55:00Z	37	minutes
TANGO2_NIS_66	Hovgaard Islands	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109398	NIS	2024-02-19T00:00:00Z		1899-12-31T14:00:00Z	1899-12-31T15:00:00Z	14:00-03:00/15:00-03:00	2024-02-19	0.04166666666666663	Axelle Brusselman | Manon Bayat	https://orcid.org/0009-0002-6669-2911						20		2350	2354				https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.									2024-02-19	14:00-03:00/15:00-03:00	FALSE	2024-02-19T14:00-0300	2024-02-19T15:00-0300	2024-02-19T17:00:00Z	2024-02-19T18:00:00Z	60	minutes
TANGO2_RD_9	Hovgaard Islands	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109398	RD	2024-02-20T00:00:00Z		1899-12-31T08:15:00Z	1899-12-31T08:40:00Z	08:15-03:00/08:40-03:00	2024-02-20	0.017361111111111105	Henri Robert		65°6,331	64°3,923	65°6,349	64°4,164	8	12		2733	2737				https://www.wikidata.org/wiki/Q137398578	Rauschert Dredge | https://doi.org/10.5281/zenodo.11653690 | A “Rauschert” dredge (RD) was used at each working area to sample the general macro-benthic communities. This small dredge designed by Biologist Martin Rauschert (AWI) several decades ago is an excellent tool (widely used in the scientific benthic research community) to capture a large diversity of specimen of all taxa and keep them in a good shape for further identification and processing. The dredge consists of a 50x50x20 cm double sided sledge-like metal frame that slides on the sea floor (on either side). Organisms are lifted from the sediment surface by a chain that scrapes the seabed under the dredge’s frame. At the bottom of the dredge a large 50x70x20 cm bag of 500µ mesh is attached to collect all the floating organisms lifted by the chain. This collecting bag is protected by a coarse nylon 1 cm mesh size bag to support the weight of the sample collected. Both bags are protected on top and at the bottom by a rubber carpet that covers the whole surface of the collecting bag. The RD is usually deployed from a zodiac but can also be deployed from the deck of Australis. The RD is being held and hauled by a rope of at least 1.5 times the length of the depth of deployment. A distance of 100 meter is travelled to the end point of deployment at very low speed that allows the dredge to sweep the sea floor without floating above the ground. At the end point the rope is pulled by hand until the RD reaches the water surface. The whole device containing the samples in its bags is placed in a bucket for further processing on the ship’s deck. A total of 15 RD was deployed during the TANGO2 expedition at each station’s point of interest (deeper “pools”, canyons, channel slope, plateau).	-65.10551666666667	-65.10581666666667	-64.06538333333333	-64.0694	-65.1057	-64.0674	191.15878275528524	116	2024-02-20	08:15-03:00/08:40-03:00	FALSE	2024-02-20T08:15-0300	2024-02-20T08:40-0300	2024-02-20T11:15:00Z	2024-02-20T11:40:00Z	25	minutes
TANGO2_DIV_21	Hovgaard Islands	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109398	DIV	2024-02-20T00:00:00Z		1899-12-31T09:18:00Z	1899-12-31T10:00:00Z	09:18-03:00/10:00-03:00	2024-02-20	0.029166666666666674	Lucas Terrana | Martin Dogniez | Ben Wallis	https://orcid.org/0000-0001-5767-3220 | https://orcid.org/0000-0002-9708-1761	64°06,3859	65°05,79725				31		2721	3046	Trophic Transects			https://www.wikidata.org/wiki/Q137398578	Scuba Divers | https://doi.org/10.5281/zenodo.11653690 | Diving activities are reported in the cruise report (see Table 17 Summary of diving activities during TANGO2). Underwater imagery was shot by the divers Team (Lucas Terrana, Lea Katz, Camille Moreau, Martin Dogniez and Anthony Voisin).	-64.10643166666667		-65.09662083333333		-64.1064	-65.0966			2024-02-20	09:18-03:00/10:00-03:00	FALSE	2024-02-20T09:18-0300	2024-02-20T10:00-0300	2024-02-20T12:18:00Z	2024-02-20T13:00:00Z	42	minutes
TANGO2_DIV_22	Hovgaard Islands	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109398	DIV	2024-02-20T00:00:00Z		1899-12-31T09:17:00Z	1899-12-31T10:00:00Z	09:17-03:00/10:00-03:00	2024-02-20	0.029861111111111116	Camille Moreau | Lea Katz | Alice Reade	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0001-5748-602X	64°06,3859	65°05,79725				32				Documentation			https://www.wikidata.org/wiki/Q137398578	Scuba Divers | https://doi.org/10.5281/zenodo.11653690 | Diving activities are reported in the cruise report (see Table 17 Summary of diving activities during TANGO2). Underwater imagery was shot by the divers Team (Lucas Terrana, Lea Katz, Camille Moreau, Martin Dogniez and Anthony Voisin).	-64.10643166666667		-65.09662083333333		-64.1064	-65.0966			2024-02-20	09:17-03:00/10:00-03:00	FALSE	2024-02-20T09:17-0300	2024-02-20T10:00-0300	2024-02-20T12:17:00Z	2024-02-20T13:00:00Z	43	minutes
TANGO2_DRM_4	Hovgaard Islands	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109398	DRM	2024-02-20T00:00:00Z		1899-12-31T10:50:00Z	1899-12-31T11:45:00Z	10:50-03:00/11:45-03:00	2024-02-20	0.03819444444444442	Bruno Danis	https://orcid.org/0000-0002-9037-7623	65°06,079	64°04,950						3046		Anchor Pool			https://www.wikidata.org/wiki/Q137398578	Drone Mapping | https://doi.org/10.5281/zenodo.11653690 | Aerial footage was shot by Bruno Danis, Camille Moreau and Henri Robert using DJI MavicPro2, DJI Mavic Mini Pro3 drones, for mapping, photogrammetry and documentation purposes. Drone-derived media were gathered in the framework of the expedition, both for outreach and research purposes.	-65.10131666666666		-64.0825		-65.1013	-64.0825			2024-02-20	10:50-03:00/11:45-03:00	FALSE	2024-02-20T10:50-0300	2024-02-20T11:45-0300	2024-02-20T13:50:00Z	2024-02-20T14:45:00Z	55	minutes
TANGO2_DRM_5	Hovgaard Islands	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109398	DRM	2024-02-20T00:00:00Z		1899-12-31T11:51:00Z	1899-12-31T12:10:00Z	11:51-03:00/12:10-03:00	2024-02-20	0.013194444444444398	Bruno Danis	https://orcid.org/0000-0002-9037-7623	65°06,079	64°04,950						3047		South Pool			https://www.wikidata.org/wiki/Q137398578	Drone Mapping | https://doi.org/10.5281/zenodo.11653690 | Aerial footage was shot by Bruno Danis, Camille Moreau and Henri Robert using DJI MavicPro2, DJI Mavic Mini Pro3 drones, for mapping, photogrammetry and documentation purposes. Drone-derived media were gathered in the framework of the expedition, both for outreach and research purposes.	-65.10131666666666		-64.0825		-65.1013	-64.0825			2024-02-20	11:51-03:00/12:10-03:00	FALSE	2024-02-20T11:51-0300	2024-02-20T12:10-0300	2024-02-20T14:51:00Z	2024-02-20T15:10:00Z	19	minutes
TANGO2_DRM_6	Hovgaard Islands	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109398	DRM	2024-02-20T00:00:00Z		1899-12-31T15:06:00Z	1899-12-31T15:59:00Z	15:06-03:00/15:59-03:00	2024-02-20	0.036805555555555536	Bruno Danis	https://orcid.org/0000-0002-9037-7623	65°06,079	64°04,950						3048		Channel			https://www.wikidata.org/wiki/Q137398578	Drone Mapping | https://doi.org/10.5281/zenodo.11653690 | Aerial footage was shot by Bruno Danis, Camille Moreau and Henri Robert using DJI MavicPro2, DJI Mavic Mini Pro3 drones, for mapping, photogrammetry and documentation purposes. Drone-derived media were gathered in the framework of the expedition, both for outreach and research purposes.	-65.10131666666666		-64.0825		-65.1013	-64.0825			2024-02-20	15:06-03:00/15:59-03:00	FALSE	2024-02-20T15:06-0300	2024-02-20T15:59-0300	2024-02-20T18:06:00Z	2024-02-20T18:59:00Z	53	minutes
TANGO2_ROV_14	Hovgaard Islands	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109398	ROV	2024-02-20T00:00:00Z		1899-12-31T13:40:00Z	1899-12-31T15:30:00Z	13:40-03:00/15:30-03:00	2024-02-20	0.07638888888888895	Lea Katz | Henri Robert | Ben Wallis	https://orcid.org/0000-0001-5748-602X	65°6,233	64°4,977						2756	2766	3 transects + 1 quadrat			https://www.wikidata.org/wiki/Q137398578	Remotely Operated Vehicle | https://doi.org/10.5281/zenodo.11653690 | A small affordable Remotely Operated Vehicle (ROV), the BlueROV2 from BlueRobotics, was equipped with a downward looking GoPro (HERO10), a single-beam sonar and a pair of lasers. The ROV was deployed from the Australis itself or from a Bombard C4 tender. With a person managing the tether to assist the pilot. GPS coordinates were taken on the surface using a handheld GPS (Garmin Oregon 600), then the ROV headed straight downwards until reaching the bottom. It was then flown at a constant altitude above the seafloor (1 meter), with a known bearing, for approx. 15 minutes at a pace of 0,1m/s, resulting in transects between 90-110 meters, depending on the geomorphological characteristics of the site. Then, it was brought back straight upwards to the surface and a second GPS point was recorded. If, for weather or logistic reasons, it was not possible to retrieve the second GPS point, it was calculated afterwards using distance and bearing.	-65.10388333333333		-64.08295		-65.1039	-64.083			2024-02-20	13:40-03:00/15:30-03:00	FALSE	2024-02-20T13:40-0300	2024-02-20T15:30-0300	2024-02-20T16:40:00Z	2024-02-20T18:30:00Z	110	minutes
TANGO2_NIS_67	Hovgaard Islands	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109398	NIS	2024-02-20T00:00:00Z		1899-12-31T14:00:00Z	1899-12-31T14:30:00Z	14:00-03:00/14:30-03:00	2024-02-20	0.02083333333333326	Axelle Brusselman	https://orcid.org/0009-0002-6669-2911	65°5,79725	64°6,3859				17		2744	2759	NIS AV and MD			https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.	-65.09662083333333		-64.10643166666667		-65.0966	-64.1064			2024-02-20	14:00-03:00/14:30-03:00	FALSE	2024-02-20T14:00-0300	2024-02-20T14:30-0300	2024-02-20T17:00:00Z	2024-02-20T17:30:00Z	30	minutes
TANGO2_AT_4	Hovgaard Islands	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109398	AT	2024-02-20T00:00:00Z	2024-02-21T00:00:00Z	1899-12-31T17:45:00Z	1899-12-31T18:30:00Z		2024-02-20T17:45-03:00/2024-02-21T18:30-03:00	24.75	Henri Robert		65°5,831	64°5,775				40				Deployment			https://www.wikidata.org/wiki/Q137398578	Amphipod Trap | https://doi.org/10.5281/zenodo.11653690 | Baited “amphipod trap” (AT) are used to capture scavenging communities present in the selected areas. The “homemade” type of trap used during the expedition are composed of a coarse plastic mesh for protection of a 500µ fine mesh rolled around two rings of PVC pipes to produce a cylinder of 15x40 cm. Both end of the trap are equipped with a funnel with a 2 cm opening directed inward to prevent organisms to escape after penetrating the trap. The bait used consists of mackerel tied inside the trap. Traps are deployed in pairs, secured together with a metal frame. A 5kg ballast weight is used to anchor the traps on ground level. The system holds to a rope equipped with a sailing buoy floating at the surface for easy spotting and recovery of the trap. The device is deployed for a minimum of 24 hours and maximum 48 hours. Longer deployment may allow scavengers to completely consume the bait, roam around and eventually escape from the trap. Shorter deployment time may not provide enough time for detection of the bait by the scavenger. At each sampling station, AT were deployed at two different locations bringing the deployment total to 6 AT for the TANGO2 expedition.	-65.09718333333333		-64.09625		-65.0972	-64.0962			2024-02-20T17:45-03:00/2024-02-21T18:30-03:00		TRUE	2024-02-20T17:45-0300	2024-02-21T18:30-0300	2024-02-20T20:45:00Z	2024-02-21T21:30:00Z	1485	minutes
TANGO2_DIV_23	Hovgaard Islands	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109398	DIV	2024-02-20T00:00:00Z		1899-12-31T16:33:00Z	1899-12-31T17:30:00Z	16:33-03:00/17:30-03:00	2024-02-20	0.039583333333333304	Lea Katz | Lucas Terrana | Camille Moreau | Martin Dogniez	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0001-5767-3220 | https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0002-9708-1761	65°05,7952	64°06,3859				30				Documentation			https://www.wikidata.org/wiki/Q137398578	Scuba Divers | https://doi.org/10.5281/zenodo.11653690 | Diving activities are reported in the cruise report (see Table 17 Summary of diving activities during TANGO2). Underwater imagery was shot by the divers Team (Lucas Terrana, Lea Katz, Camille Moreau, Martin Dogniez and Anthony Voisin).	-65.09658666666667		-64.10643166666667		-65.0966	-64.1064			2024-02-20	16:33-03:00/17:30-03:00	FALSE	2024-02-20T16:33-0300	2024-02-20T17:30-0300	2024-02-20T19:33:00Z	2024-02-20T20:30:00Z	57	minutes
TANGO2_NIS_68	Hovgaard Islands	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109398	NIS	2024-02-20T00:00:00Z		1899-12-31T14:30:00Z	1899-12-31T15:00:00Z	14:30-03:00/15:00-03:00	2024-02-20	0.02083333333333337	Axelle Brusselman	https://orcid.org/0009-0002-6669-2911	65°6,2195	64°5,089				15		3051	3060	NIS AV and MD			https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.	-65.10365833333333		-64.08481666666667		-65.1037	-64.0848			2024-02-20	14:30-03:00/15:00-03:00	FALSE	2024-02-20T14:30-0300	2024-02-20T15:00-0300	2024-02-20T17:30:00Z	2024-02-20T18:00:00Z	30	minutes
TANGO2_RD_10	Hovgaard Islands	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109398	RD	2024-02-21T00:00:00Z		1899-12-31T09:20:00Z	1899-12-31T09:40:00Z	09:20-03:00/09:40-03:00	2024-02-21	0.013888888888888895			65°5,827	64°5,999	65°5,826	64°5,836	44	50		3061	3071				https://www.wikidata.org/wiki/Q137398578	Rauschert Dredge | https://doi.org/10.5281/zenodo.11653690 | A “Rauschert” dredge (RD) was used at each working area to sample the general macro-benthic communities. This small dredge designed by Biologist Martin Rauschert (AWI) several decades ago is an excellent tool (widely used in the scientific benthic research community) to capture a large diversity of specimen of all taxa and keep them in a good shape for further identification and processing. The dredge consists of a 50x50x20 cm double sided sledge-like metal frame that slides on the sea floor (on either side). Organisms are lifted from the sediment surface by a chain that scrapes the seabed under the dredge’s frame. At the bottom of the dredge a large 50x70x20 cm bag of 500µ mesh is attached to collect all the floating organisms lifted by the chain. This collecting bag is protected by a coarse nylon 1 cm mesh size bag to support the weight of the sample collected. Both bags are protected on top and at the bottom by a rubber carpet that covers the whole surface of the collecting bag. The RD is usually deployed from a zodiac but can also be deployed from the deck of Australis. The RD is being held and hauled by a rope of at least 1.5 times the length of the depth of deployment. A distance of 100 meter is travelled to the end point of deployment at very low speed that allows the dredge to sweep the sea floor without floating above the ground. At the end point the rope is pulled by hand until the RD reaches the water surface. The whole device containing the samples in its bags is placed in a bucket for further processing on the ship’s deck. A total of 15 RD was deployed during the TANGO2 expedition at each station’s point of interest (deeper “pools”, canyons, channel slope, plateau).	-65.09711666666666	-65.0971	-64.09998333333333	-64.09726666666667	-65.0971	-64.0986	127.35614628254393	84	2024-02-21	09:20-03:00/09:40-03:00	FALSE	2024-02-21T09:20-0300	2024-02-21T09:40-0300	2024-02-21T12:20:00Z	2024-02-21T12:40:00Z	20	minutes
TANGO2_DIV_24	Hovgaard Islands	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109398	DIV	2024-02-21T00:00:00Z		1899-12-31T09:06:00Z	1899-12-31T09:55:00Z	09:06-03:00/09:55-03:00	2024-02-21	0.03402777777777777	Anthony Voisin | Martin Dogniez	https://orcid.org/0000-0003-3696-4445 | https://orcid.org/0000-0002-9708-1761	65°06,079	64°04,9455				19							https://www.wikidata.org/wiki/Q137398578	Scuba Divers | https://doi.org/10.5281/zenodo.11653690 | Diving activities are reported in the cruise report (see Table 17 Summary of diving activities during TANGO2). Underwater imagery was shot by the divers Team (Lucas Terrana, Lea Katz, Camille Moreau, Martin Dogniez and Anthony Voisin).	-65.10131666666666		-64.082425		-65.1013	-64.0824			2024-02-21	09:06-03:00/09:55-03:00	FALSE	2024-02-21T09:06-0300	2024-02-21T09:55-0300	2024-02-21T12:06:00Z	2024-02-21T12:55:00Z	49	minutes
TANGO2_NIS_69	Hovgaard Islands	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109398	NIS	2024-02-21T00:00:00Z		1899-12-31T09:00:00Z	1899-12-31T09:30:00Z	09:00-03:00/09:30-03:00	2024-02-21	0.020833333333333315	Axelle Brusselman	https://orcid.org/0009-0002-6669-2911	65°06,091	64°04,091						3072	3112				https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.	-65.10151666666667		-64.06818333333334		-65.1015	-64.0682			2024-02-21	09:00-03:00/09:30-03:00	FALSE	2024-02-21T09:00-0300	2024-02-21T09:30-0300	2024-02-21T12:00:00Z	2024-02-21T12:30:00Z	30	minutes
TANGO2_VV_2	Hovgaard Islands	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109398	VV	2024-02-21T00:00:00Z		1899-12-31T13:00:00Z	1899-12-31T13:30:00Z	13:00-03:00/13:30-03:00	2024-02-21	0.02083333333333337	Emil De Borger | Manon Bayat	https://orcid.org/0000-0003-4905-1637	65°06,091	64_04,941						3176	3185				https://www.wikidata.org/wiki/Q137398578		-65.10151666666667				-65.1015				2024-02-21	13:00-03:00/13:30-03:00	FALSE	2024-02-21T13:00-0300	2024-02-21T13:30-0300	2024-02-21T16:00:00Z	2024-02-21T16:30:00Z	30	minutes
TANGO2_VV_3	Hovgaard Islands	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109398	VV	2024-02-21T00:00:00Z		1899-12-31T13:30:00Z	1899-12-31T14:00:00Z	13:30-03:00/14:00-03:00	2024-02-21	0.02083333333333337	Camille Moreau | Manon Bayat	https://orcid.org/0000-0002-0981-7442	65°06,091	64_04,941						3189	3190	No catch			https://www.wikidata.org/wiki/Q137398578		-65.10151666666667				-65.1015				2024-02-21	13:30-03:00/14:00-03:00	FALSE	2024-02-21T13:30-0300	2024-02-21T14:00-0300	2024-02-21T16:30:00Z	2024-02-21T17:00:00Z	30	minutes
TANGO2_ROV_15	Hovgaard Islands	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109398	ROV	2024-02-21T00:00:00Z		1899-12-31T10:30:00Z	1899-12-31T11:30:00Z	10:30-03:00/11:30-03:00	2024-02-21	0.041666666666666685	Lea Katz | Henri Robert	https://orcid.org/0000-0001-5748-602X	65°5,445	64°4,483						3166	3175				https://www.wikidata.org/wiki/Q137398578	Remotely Operated Vehicle | https://doi.org/10.5281/zenodo.11653690 | A small affordable Remotely Operated Vehicle (ROV), the BlueROV2 from BlueRobotics, was equipped with a downward looking GoPro (HERO10), a single-beam sonar and a pair of lasers. The ROV was deployed from the Australis itself or from a Bombard C4 tender. With a person managing the tether to assist the pilot. GPS coordinates were taken on the surface using a handheld GPS (Garmin Oregon 600), then the ROV headed straight downwards until reaching the bottom. It was then flown at a constant altitude above the seafloor (1 meter), with a known bearing, for approx. 15 minutes at a pace of 0,1m/s, resulting in transects between 90-110 meters, depending on the geomorphological characteristics of the site. Then, it was brought back straight upwards to the surface and a second GPS point was recorded. If, for weather or logistic reasons, it was not possible to retrieve the second GPS point, it was calculated afterwards using distance and bearing.	-65.09075		-64.07471666666666		-65.0908	-64.074700000000007			2024-02-21	10:30-03:00/11:30-03:00	FALSE	2024-02-21T10:30-0300	2024-02-21T11:30-0300	2024-02-21T13:30:00Z	2024-02-21T14:30:00Z	60	minutes
TANGO2_DIV_25	Hovgaard Islands	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109398	DIV	2024-02-21T00:00:00Z		1899-12-31T13:54:00Z	1899-12-31T14:20:00Z	13:54-03:00/14:20-03:00	2024-02-21	0.01805555555555549	Lucas Terrana | Lea Katz	https://orcid.org/0000-0001-5767-3220 | https://orcid.org/0000-0001-5748-602X	65°6,3345	65°5,081				22		3186	3188	ST Retrieval			https://www.wikidata.org/wiki/Q137398578	Scuba Divers | https://doi.org/10.5281/zenodo.11653690 | Diving activities are reported in the cruise report (see Table 17 Summary of diving activities during TANGO2). Underwater imagery was shot by the divers Team (Lucas Terrana, Lea Katz, Camille Moreau, Martin Dogniez and Anthony Voisin).	-65.105575		-65.08468333333333		-65.1056	-65.0847			2024-02-21	13:54-03:00/14:20-03:00	FALSE	2024-02-21T13:54-0300	2024-02-21T14:20-0300	2024-02-21T16:54:00Z	2024-02-21T17:20:00Z	26	minutes
TANGO2_NIS_70	Hovgaard Islands	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109398	NIS	2024-02-21T00:00:00Z		1899-12-31T13:49:00Z	1899-12-31T13:51:00Z	13:49-03:00/13:51-03:00	2024-02-21	0.001388888888888884	Axelle Brusselman | Henri Robert	https://orcid.org/0009-0002-6669-2911	65°06,1549	64°04,4116						3113	3118				https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.	-65.10258166666667		-64.07352666666667		-65.1026	-64.0735			2024-02-21	13:49-03:00/13:51-03:00	FALSE	2024-02-21T13:49-0300	2024-02-21T13:51-0300	2024-02-21T16:49:00Z	2024-02-21T16:51:00Z	2	minutes
