occurrenceID	parentSampleId	sampleId	sampleType	parameter	verbatimScientificName	individualCount	verbatimIdentification	scientificName	scientificNameAuthorship	scientificNameId	kingdom	phylum	class	order	family	genus	specificEpithet	taxonRank	identifiedBy1	identifiedBy2	identifiedBy3	identifiedBy4	identifiedById1	identifiedById2	identifiedById3	identifiedById4	preservedIn1	preservedIn2	preservedIn3	container1	container2	container3	remark	recordedBy1	tangoProject	occurrenceRemarks	eventID	recordedBy	recordedByID	identifiedBy	identifiedByID	basisOfRecord	occurrenceStatus
TANGO2_DIV_3_1273_399_Folch solution_Amber glass vial 4ml	399	1273	Biota		Laternula elliptica	1	Laternula elliptica	Laternula elliptica	(P. P. King, 1832)	urn:lsid:marinespecies.org:taxname:197217	Animalia	Mollusca	Bivalvia		Laternulidae	Laternula	elliptica	species	Anthony Voisin	Martin Dogniez			https://orcid.org/0000-0003-3696-4445	https://orcid.org/0000-0002-9708-1761			Folch solution			Amber glass vial 4ml							TANGO2_DIV_3			Anthony Voisin | Martin Dogniez	https://orcid.org/0000-0003-3696-4445 | https://orcid.org/0000-0002-9708-1761	PreservedSpecimen	detected
TANGO2_DIV_3_1297_400_Folch solution_Amber glass vial 4ml	400	1297	Biota		Laternula elliptica	1	Laternula elliptica	Laternula elliptica	(P. P. King, 1832)	urn:lsid:marinespecies.org:taxname:197217	Animalia	Mollusca	Bivalvia		Laternulidae	Laternula	elliptica	species	Anthony Voisin	Martin Dogniez			https://orcid.org/0000-0003-3696-4445	https://orcid.org/0000-0002-9708-1761			Folch solution			Amber glass vial 4ml							TANGO2_DIV_3			Anthony Voisin | Martin Dogniez	https://orcid.org/0000-0003-3696-4445 | https://orcid.org/0000-0002-9708-1761	PreservedSpecimen	detected
TANGO2_DIV_30_1298_5368_Folch solution_Amber glass vial 4ml	5368	1298	Biota		Laternula elliptica	1	Laternula elliptica	Laternula elliptica	(P. P. King, 1832)	urn:lsid:marinespecies.org:taxname:197217	Animalia	Mollusca	Bivalvia		Laternulidae	Laternula	elliptica	species	Anthony Voisin	Martin Dogniez			https://orcid.org/0000-0003-3696-4445	https://orcid.org/0000-0002-9708-1761			Folch solution			Amber glass vial 4ml							TANGO2_DIV_30			Anthony Voisin | Martin Dogniez	https://orcid.org/0000-0003-3696-4445 | https://orcid.org/0000-0002-9708-1761	PreservedSpecimen	detected
TANGO2_DIV_30_1299_5369_Folch solution_Amber glass vial 4ml	5369	1299	Biota		Laternula elliptica	1	Laternula elliptica	Laternula elliptica	(P. P. King, 1832)	urn:lsid:marinespecies.org:taxname:197217	Animalia	Mollusca	Bivalvia		Laternulidae	Laternula	elliptica	species	Anthony Voisin	Martin Dogniez			https://orcid.org/0000-0003-3696-4445	https://orcid.org/0000-0002-9708-1761			Folch solution			Amber glass vial 4ml							TANGO2_DIV_30			Anthony Voisin | Martin Dogniez	https://orcid.org/0000-0003-3696-4445 | https://orcid.org/0000-0002-9708-1761	PreservedSpecimen	detected
TANGO2_DIV_30_1304_5370_Folch solution_Amber glass vial 4ml	5370	1304	Biota		Laternula elliptica	1	Laternula elliptica	Laternula elliptica	(P. P. King, 1832)	urn:lsid:marinespecies.org:taxname:197217	Animalia	Mollusca	Bivalvia		Laternulidae	Laternula	elliptica	species	Anthony Voisin	Martin Dogniez			https://orcid.org/0000-0003-3696-4445	https://orcid.org/0000-0002-9708-1761			Folch solution			Amber glass vial 4ml							TANGO2_DIV_30			Anthony Voisin | Martin Dogniez	https://orcid.org/0000-0003-3696-4445 | https://orcid.org/0000-0002-9708-1761	PreservedSpecimen	detected
TANGO2_DIV_30_1305_5371_Folch solution_Amber glass vial 4ml	5371	1305	Biota		Laternula elliptica	1	Laternula elliptica	Laternula elliptica	(P. P. King, 1832)	urn:lsid:marinespecies.org:taxname:197217	Animalia	Mollusca	Bivalvia		Laternulidae	Laternula	elliptica	species	Anthony Voisin	Martin Dogniez			https://orcid.org/0000-0003-3696-4445	https://orcid.org/0000-0002-9708-1761			Folch solution			Amber glass vial 4ml							TANGO2_DIV_30			Anthony Voisin | Martin Dogniez	https://orcid.org/0000-0003-3696-4445 | https://orcid.org/0000-0002-9708-1761	PreservedSpecimen	detected
TANGO2_DIV_30_1282_5372_Folch solution_Amber glass vial 4ml	5372	1282	Biota		Laternula elliptica	1	Laternula elliptica	Laternula elliptica	(P. P. King, 1832)	urn:lsid:marinespecies.org:taxname:197217	Animalia	Mollusca	Bivalvia		Laternulidae	Laternula	elliptica	species	Anthony Voisin	Martin Dogniez			https://orcid.org/0000-0003-3696-4445	https://orcid.org/0000-0002-9708-1761			Folch solution			Amber glass vial 4ml							TANGO2_DIV_30			Anthony Voisin | Martin Dogniez	https://orcid.org/0000-0003-3696-4445 | https://orcid.org/0000-0002-9708-1761	PreservedSpecimen	detected
TANGO2_DIV_30_1309_5373_Folch solution_Amber glass vial 4ml	5373	1309	Biota		Laternula elliptica	1	Laternula elliptica	Laternula elliptica	(P. P. King, 1832)	urn:lsid:marinespecies.org:taxname:197217	Animalia	Mollusca	Bivalvia		Laternulidae	Laternula	elliptica	species	Anthony Voisin	Martin Dogniez			https://orcid.org/0000-0003-3696-4445	https://orcid.org/0000-0002-9708-1761			Folch solution			Amber glass vial 4ml							TANGO2_DIV_30			Anthony Voisin | Martin Dogniez	https://orcid.org/0000-0003-3696-4445 | https://orcid.org/0000-0002-9708-1761	PreservedSpecimen	detected
TANGO2_DIV_37_1280_5691_Folch solution_Amber glass vial 4ml	5691	1280	Biota		Laternula elliptica	1	Laternula elliptica	Laternula elliptica	(P. P. King, 1832)	urn:lsid:marinespecies.org:taxname:197217	Animalia	Mollusca	Bivalvia		Laternulidae	Laternula	elliptica	species	Anthony Voisin	Martin Dogniez			https://orcid.org/0000-0003-3696-4445	https://orcid.org/0000-0002-9708-1761			Folch solution			Amber glass vial 4ml							TANGO2_DIV_37			Anthony Voisin | Martin Dogniez	https://orcid.org/0000-0003-3696-4445 | https://orcid.org/0000-0002-9708-1761	PreservedSpecimen	detected
TANGO2_DIV_37_1281_5692_Folch solution_Amber glass vial 4ml	5692	1281	Biota		Laternula elliptica	1	Laternula elliptica	Laternula elliptica	(P. P. King, 1832)	urn:lsid:marinespecies.org:taxname:197217	Animalia	Mollusca	Bivalvia		Laternulidae	Laternula	elliptica	species	Anthony Voisin	Martin Dogniez			https://orcid.org/0000-0003-3696-4445	https://orcid.org/0000-0002-9708-1761			Folch solution			Amber glass vial 4ml							TANGO2_DIV_37			Anthony Voisin | Martin Dogniez	https://orcid.org/0000-0003-3696-4445 | https://orcid.org/0000-0002-9708-1761	PreservedSpecimen	detected
TANGO2_DIV_37_1308_5693_Folch solution_Amber glass vial 4ml	5693	1308	Biota		Laternula elliptica	1	Laternula elliptica	Laternula elliptica	(P. P. King, 1832)	urn:lsid:marinespecies.org:taxname:197217	Animalia	Mollusca	Bivalvia		Laternulidae	Laternula	elliptica	species	Anthony Voisin	Martin Dogniez			https://orcid.org/0000-0003-3696-4445	https://orcid.org/0000-0002-9708-1761			Folch solution			Amber glass vial 4ml							TANGO2_DIV_37			Anthony Voisin | Martin Dogniez	https://orcid.org/0000-0003-3696-4445 | https://orcid.org/0000-0002-9708-1761	PreservedSpecimen	detected
TANGO2_DIV_37_1397_5694_Folch solution_Amber glass vial 4ml	5694	1397	Biota		Laternula elliptica	1	Laternula elliptica	Laternula elliptica	(P. P. King, 1832)	urn:lsid:marinespecies.org:taxname:197217	Animalia	Mollusca	Bivalvia		Laternulidae	Laternula	elliptica	species	Anthony Voisin	Martin Dogniez			https://orcid.org/0000-0003-3696-4445	https://orcid.org/0000-0002-9708-1761			Folch solution			Amber glass vial 4ml							TANGO2_DIV_37			Anthony Voisin | Martin Dogniez	https://orcid.org/0000-0003-3696-4445 | https://orcid.org/0000-0002-9708-1761	PreservedSpecimen	detected
TANGO2_DIV_37_1398_5695_Folch solution_Amber glass vial 4ml	5695	1398	Biota		Laternula elliptica	1	Laternula elliptica	Laternula elliptica	(P. P. King, 1832)	urn:lsid:marinespecies.org:taxname:197217	Animalia	Mollusca	Bivalvia		Laternulidae	Laternula	elliptica	species	Anthony Voisin	Martin Dogniez			https://orcid.org/0000-0003-3696-4445	https://orcid.org/0000-0002-9708-1761			Folch solution			Amber glass vial 4ml							TANGO2_DIV_37			Anthony Voisin | Martin Dogniez	https://orcid.org/0000-0003-3696-4445 | https://orcid.org/0000-0002-9708-1761	PreservedSpecimen	detected
TANGO2_DIV_37_1399_5696_Folch solution_Amber glass vial 4ml	5696	1399	Biota		Laternula elliptica	1	Laternula elliptica	Laternula elliptica	(P. P. King, 1832)	urn:lsid:marinespecies.org:taxname:197217	Animalia	Mollusca	Bivalvia		Laternulidae	Laternula	elliptica	species	Anthony Voisin	Martin Dogniez			https://orcid.org/0000-0003-3696-4445	https://orcid.org/0000-0002-9708-1761			Folch solution			Amber glass vial 4ml							TANGO2_DIV_37			Anthony Voisin | Martin Dogniez	https://orcid.org/0000-0003-3696-4445 | https://orcid.org/0000-0002-9708-1761	PreservedSpecimen	detected
TANGO2_DIV_37_1287_5697_Folch solution_Amber glass vial 4ml	5697	1287	Biota		Laternula elliptica	1	Laternula elliptica	Laternula elliptica	(P. P. King, 1832)	urn:lsid:marinespecies.org:taxname:197217	Animalia	Mollusca	Bivalvia		Laternulidae	Laternula	elliptica	species	Anthony Voisin	Martin Dogniez			https://orcid.org/0000-0003-3696-4445	https://orcid.org/0000-0002-9708-1761			Folch solution			Amber glass vial 4ml							TANGO2_DIV_37			Anthony Voisin | Martin Dogniez	https://orcid.org/0000-0003-3696-4445 | https://orcid.org/0000-0002-9708-1761	PreservedSpecimen	detected
TANGO2_DIV_37_1288_5698_Folch solution_Amber glass vial 4ml	5698	1288	Biota		Laternula elliptica	1	Laternula elliptica	Laternula elliptica	(P. P. King, 1832)	urn:lsid:marinespecies.org:taxname:197217	Animalia	Mollusca	Bivalvia		Laternulidae	Laternula	elliptica	species	Anthony Voisin	Martin Dogniez			https://orcid.org/0000-0003-3696-4445	https://orcid.org/0000-0002-9708-1761			Folch solution			Amber glass vial 4ml							TANGO2_DIV_37			Anthony Voisin | Martin Dogniez	https://orcid.org/0000-0003-3696-4445 | https://orcid.org/0000-0002-9708-1761	PreservedSpecimen	detected
TANGO2_DIV_37_1289_5699_Folch solution_Amber glass vial 4ml	5699	1289	Biota		Laternula elliptica	1	Laternula elliptica	Laternula elliptica	(P. P. King, 1832)	urn:lsid:marinespecies.org:taxname:197217	Animalia	Mollusca	Bivalvia		Laternulidae	Laternula	elliptica	species	Anthony Voisin	Martin Dogniez			https://orcid.org/0000-0003-3696-4445	https://orcid.org/0000-0002-9708-1761			Folch solution			Amber glass vial 4ml							TANGO2_DIV_37			Anthony Voisin | Martin Dogniez	https://orcid.org/0000-0003-3696-4445 | https://orcid.org/0000-0002-9708-1761	PreservedSpecimen	detected
TANGO2_DIV_37_1290_5700_Folch solution_Amber glass vial 4ml	5700	1290	Biota		Laternula elliptica	1	Laternula elliptica	Laternula elliptica	(P. P. King, 1832)	urn:lsid:marinespecies.org:taxname:197217	Animalia	Mollusca	Bivalvia		Laternulidae	Laternula	elliptica	species	Anthony Voisin	Martin Dogniez			https://orcid.org/0000-0003-3696-4445	https://orcid.org/0000-0002-9708-1761			Folch solution			Amber glass vial 4ml							TANGO2_DIV_37			Anthony Voisin | Martin Dogniez	https://orcid.org/0000-0003-3696-4445 | https://orcid.org/0000-0002-9708-1761	PreservedSpecimen	detected
TANGO2_DIV_37_1291_5701_Folch solution_Amber glass vial 4ml	5701	1291	Biota		Laternula elliptica	1	Laternula elliptica	Laternula elliptica	(P. P. King, 1832)	urn:lsid:marinespecies.org:taxname:197217	Animalia	Mollusca	Bivalvia		Laternulidae	Laternula	elliptica	species	Anthony Voisin	Martin Dogniez			https://orcid.org/0000-0003-3696-4445	https://orcid.org/0000-0002-9708-1761			Folch solution			Amber glass vial 4ml							TANGO2_DIV_37			Anthony Voisin | Martin Dogniez	https://orcid.org/0000-0003-3696-4445 | https://orcid.org/0000-0002-9708-1761	PreservedSpecimen	detected
TANGO2_DIV_37_1292_5702_Folch solution_Amber glass vial 4ml	5702	1292	Biota		Laternula elliptica	1	Laternula elliptica	Laternula elliptica	(P. P. King, 1832)	urn:lsid:marinespecies.org:taxname:197217	Animalia	Mollusca	Bivalvia		Laternulidae	Laternula	elliptica	species	Anthony Voisin	Martin Dogniez			https://orcid.org/0000-0003-3696-4445	https://orcid.org/0000-0002-9708-1761			Folch solution			Amber glass vial 4ml							TANGO2_DIV_37			Anthony Voisin | Martin Dogniez	https://orcid.org/0000-0003-3696-4445 | https://orcid.org/0000-0002-9708-1761	PreservedSpecimen	detected
TANGO2_DIV_5_1293_707_Folch solution_Amber glass vial 4ml	707	1293	Biota		Laternula elliptica	1	Laternula elliptica	Laternula elliptica	(P. P. King, 1832)	urn:lsid:marinespecies.org:taxname:197217	Animalia	Mollusca	Bivalvia		Laternulidae	Laternula	elliptica	species	Anthony Voisin	Martin Dogniez			https://orcid.org/0000-0003-3696-4445	https://orcid.org/0000-0002-9708-1761			Folch solution			Amber glass vial 4ml							TANGO2_DIV_5			Anthony Voisin | Martin Dogniez	https://orcid.org/0000-0003-3696-4445 | https://orcid.org/0000-0002-9708-1761	PreservedSpecimen	detected
TANGO2_DIV_5_1294_708_Folch solution_Amber glass vial 4ml	708	1294	Biota		Laternula elliptica	1	Laternula elliptica	Laternula elliptica	(P. P. King, 1832)	urn:lsid:marinespecies.org:taxname:197217	Animalia	Mollusca	Bivalvia		Laternulidae	Laternula	elliptica	species	Anthony Voisin	Martin Dogniez			https://orcid.org/0000-0003-3696-4445	https://orcid.org/0000-0002-9708-1761			Folch solution			Amber glass vial 4ml							TANGO2_DIV_5			Anthony Voisin | Martin Dogniez	https://orcid.org/0000-0003-3696-4445 | https://orcid.org/0000-0002-9708-1761	PreservedSpecimen	detected
TANGO2_DIV_5_1295_709_Folch solution_Amber glass vial 4ml	709	1295	Biota		Laternula elliptica	1	Laternula elliptica	Laternula elliptica	(P. P. King, 1832)	urn:lsid:marinespecies.org:taxname:197217	Animalia	Mollusca	Bivalvia		Laternulidae	Laternula	elliptica	species	Anthony Voisin	Martin Dogniez			https://orcid.org/0000-0003-3696-4445	https://orcid.org/0000-0002-9708-1761			Folch solution			Amber glass vial 4ml							TANGO2_DIV_5			Anthony Voisin | Martin Dogniez	https://orcid.org/0000-0003-3696-4445 | https://orcid.org/0000-0002-9708-1761	PreservedSpecimen	detected
TANGO2_DIV_5_1296_710_Folch solution_Amber glass vial 4ml	710	1296	Biota		Laternula elliptica	1	Laternula elliptica	Laternula elliptica	(P. P. King, 1832)	urn:lsid:marinespecies.org:taxname:197217	Animalia	Mollusca	Bivalvia		Laternulidae	Laternula	elliptica	species	Anthony Voisin	Martin Dogniez			https://orcid.org/0000-0003-3696-4445	https://orcid.org/0000-0002-9708-1761			Folch solution			Amber glass vial 4ml							TANGO2_DIV_5			Anthony Voisin | Martin Dogniez	https://orcid.org/0000-0003-3696-4445 | https://orcid.org/0000-0002-9708-1761	PreservedSpecimen	detected
TANGO2_DIV_5_1274_711_Folch solution_Amber glass vial 4ml	711	1274	Biota		Laternula elliptica	1	Laternula elliptica	Laternula elliptica	(P. P. King, 1832)	urn:lsid:marinespecies.org:taxname:197217	Animalia	Mollusca	Bivalvia		Laternulidae	Laternula	elliptica	species	Anthony Voisin	Martin Dogniez			https://orcid.org/0000-0003-3696-4445	https://orcid.org/0000-0002-9708-1761			Folch solution			Amber glass vial 4ml							TANGO2_DIV_5			Anthony Voisin | Martin Dogniez	https://orcid.org/0000-0003-3696-4445 | https://orcid.org/0000-0002-9708-1761	PreservedSpecimen	detected
TANGO2_DIV_5_1275_712_Folch solution_Amber glass vial 4ml	712	1275	Biota		Laternula elliptica	1	Laternula elliptica	Laternula elliptica	(P. P. King, 1832)	urn:lsid:marinespecies.org:taxname:197217	Animalia	Mollusca	Bivalvia		Laternulidae	Laternula	elliptica	species	Anthony Voisin	Martin Dogniez			https://orcid.org/0000-0003-3696-4445	https://orcid.org/0000-0002-9708-1761			Folch solution			Amber glass vial 4ml							TANGO2_DIV_5			Anthony Voisin | Martin Dogniez	https://orcid.org/0000-0003-3696-4445 | https://orcid.org/0000-0002-9708-1761	PreservedSpecimen	detected
TANGO2_DIV_5_1276_713_Folch solution_Amber glass vial 4ml	713	1276	Biota		Laternula elliptica	1	Laternula elliptica	Laternula elliptica	(P. P. King, 1832)	urn:lsid:marinespecies.org:taxname:197217	Animalia	Mollusca	Bivalvia		Laternulidae	Laternula	elliptica	species	Anthony Voisin	Martin Dogniez			https://orcid.org/0000-0003-3696-4445	https://orcid.org/0000-0002-9708-1761			Folch solution			Amber glass vial 4ml							TANGO2_DIV_5			Anthony Voisin | Martin Dogniez	https://orcid.org/0000-0003-3696-4445 | https://orcid.org/0000-0002-9708-1761	PreservedSpecimen	detected
TANGO2_DIV_5_1277_714_Folch solution_Amber glass vial 4ml	714	1277	Biota		Laternula elliptica	1	Laternula elliptica	Laternula elliptica	(P. P. King, 1832)	urn:lsid:marinespecies.org:taxname:197217	Animalia	Mollusca	Bivalvia		Laternulidae	Laternula	elliptica	species	Anthony Voisin	Martin Dogniez			https://orcid.org/0000-0003-3696-4445	https://orcid.org/0000-0002-9708-1761			Folch solution			Amber glass vial 4ml							TANGO2_DIV_5			Anthony Voisin | Martin Dogniez	https://orcid.org/0000-0003-3696-4445 | https://orcid.org/0000-0002-9708-1761	PreservedSpecimen	detected
TANGO2_DIV_5_1278_715_Folch solution_Amber glass vial 4ml	715	1278	Biota		Laternula elliptica	1	Laternula elliptica	Laternula elliptica	(P. P. King, 1832)	urn:lsid:marinespecies.org:taxname:197217	Animalia	Mollusca	Bivalvia		Laternulidae	Laternula	elliptica	species	Anthony Voisin	Martin Dogniez			https://orcid.org/0000-0003-3696-4445	https://orcid.org/0000-0002-9708-1761			Folch solution			Amber glass vial 4ml							TANGO2_DIV_5			Anthony Voisin | Martin Dogniez	https://orcid.org/0000-0003-3696-4445 | https://orcid.org/0000-0002-9708-1761	PreservedSpecimen	detected
TANGO2_DIV_5_1279_716_Folch solution_Amber glass vial 4ml	716	1279	Biota		Laternula elliptica	1	Laternula elliptica	Laternula elliptica	(P. P. King, 1832)	urn:lsid:marinespecies.org:taxname:197217	Animalia	Mollusca	Bivalvia		Laternulidae	Laternula	elliptica	species	Anthony Voisin	Martin Dogniez			https://orcid.org/0000-0003-3696-4445	https://orcid.org/0000-0002-9708-1761			Folch solution			Amber glass vial 4ml							TANGO2_DIV_5			Anthony Voisin | Martin Dogniez	https://orcid.org/0000-0003-3696-4445 | https://orcid.org/0000-0002-9708-1761	PreservedSpecimen	detected
TANGO2_DIV_16_1306_1899_Folch solution_Amber glass vial 4ml	1899	1306	Biota		Laternula elliptica	1	Laternula elliptica	Laternula elliptica	(P. P. King, 1832)	urn:lsid:marinespecies.org:taxname:197217	Animalia	Mollusca	Bivalvia		Laternulidae	Laternula	elliptica	species	Anthony Voisin	Martin Dogniez			https://orcid.org/0000-0003-3696-4445	https://orcid.org/0000-0002-9708-1761			Folch solution			Amber glass vial 4ml							TANGO2_DIV_16			Anthony Voisin | Martin Dogniez	https://orcid.org/0000-0003-3696-4445 | https://orcid.org/0000-0002-9708-1761	PreservedSpecimen	detected
TANGO2_DIV_16_1261_1900_Folch solution_Amber glass vial 4ml	1900	1261	Biota		Laternula elliptica	1	Laternula elliptica	Laternula elliptica	(P. P. King, 1832)	urn:lsid:marinespecies.org:taxname:197217	Animalia	Mollusca	Bivalvia		Laternulidae	Laternula	elliptica	species	Anthony Voisin	Martin Dogniez			https://orcid.org/0000-0003-3696-4445	https://orcid.org/0000-0002-9708-1761			Folch solution			Amber glass vial 4ml							TANGO2_DIV_16			Anthony Voisin | Martin Dogniez	https://orcid.org/0000-0003-3696-4445 | https://orcid.org/0000-0002-9708-1761	PreservedSpecimen	detected
TANGO2_DIV_16_1262_1901_Folch solution_Amber glass vial 4ml	1901	1262	Biota		Laternula elliptica	1	Laternula elliptica	Laternula elliptica	(P. P. King, 1832)	urn:lsid:marinespecies.org:taxname:197217	Animalia	Mollusca	Bivalvia		Laternulidae	Laternula	elliptica	species	Anthony Voisin	Martin Dogniez			https://orcid.org/0000-0003-3696-4445	https://orcid.org/0000-0002-9708-1761			Folch solution			Amber glass vial 4ml							TANGO2_DIV_16			Anthony Voisin | Martin Dogniez	https://orcid.org/0000-0003-3696-4445 | https://orcid.org/0000-0002-9708-1761	PreservedSpecimen	detected
TANGO2_DIV_16_1263_1902_Folch solution_Amber glass vial 4ml	1902	1263	Biota		Laternula elliptica	1	Laternula elliptica	Laternula elliptica	(P. P. King, 1832)	urn:lsid:marinespecies.org:taxname:197217	Animalia	Mollusca	Bivalvia		Laternulidae	Laternula	elliptica	species	Anthony Voisin	Martin Dogniez			https://orcid.org/0000-0003-3696-4445	https://orcid.org/0000-0002-9708-1761			Folch solution			Amber glass vial 4ml							TANGO2_DIV_16			Anthony Voisin | Martin Dogniez	https://orcid.org/0000-0003-3696-4445 | https://orcid.org/0000-0002-9708-1761	PreservedSpecimen	detected
TANGO2_DIV_16_1315_1903_Folch solution_Amber glass vial 4ml	1903	1315	Biota		Laternula elliptica	1	Laternula elliptica	Laternula elliptica	(P. P. King, 1832)	urn:lsid:marinespecies.org:taxname:197217	Animalia	Mollusca	Bivalvia		Laternulidae	Laternula	elliptica	species	Anthony Voisin	Martin Dogniez			https://orcid.org/0000-0003-3696-4445	https://orcid.org/0000-0002-9708-1761			Folch solution			Amber glass vial 4ml							TANGO2_DIV_16			Anthony Voisin | Martin Dogniez	https://orcid.org/0000-0003-3696-4445 | https://orcid.org/0000-0002-9708-1761	PreservedSpecimen	detected
TANGO2_DIV_16_1318_1904_Folch solution_Amber glass vial 4ml	1904	1318	Biota		Laternula elliptica	1	Laternula elliptica	Laternula elliptica	(P. P. King, 1832)	urn:lsid:marinespecies.org:taxname:197217	Animalia	Mollusca	Bivalvia		Laternulidae	Laternula	elliptica	species	Anthony Voisin	Martin Dogniez			https://orcid.org/0000-0003-3696-4445	https://orcid.org/0000-0002-9708-1761			Folch solution			Amber glass vial 4ml							TANGO2_DIV_16			Anthony Voisin | Martin Dogniez	https://orcid.org/0000-0003-3696-4445 | https://orcid.org/0000-0002-9708-1761	PreservedSpecimen	detected
TANGO2_DIV_16_1307_1905_Folch solution_Amber glass vial 4ml	1905	1307	Biota		Laternula elliptica	1	Laternula elliptica	Laternula elliptica	(P. P. King, 1832)	urn:lsid:marinespecies.org:taxname:197217	Animalia	Mollusca	Bivalvia		Laternulidae	Laternula	elliptica	species	Anthony Voisin	Martin Dogniez			https://orcid.org/0000-0003-3696-4445	https://orcid.org/0000-0002-9708-1761			Folch solution			Amber glass vial 4ml							TANGO2_DIV_16			Anthony Voisin | Martin Dogniez	https://orcid.org/0000-0003-3696-4445 | https://orcid.org/0000-0002-9708-1761	PreservedSpecimen	detected
TANGO2_DIV_16_1265_1906_Folch solution_Amber glass vial 4ml	1906	1265	Biota		Laternula elliptica	1	Laternula elliptica	Laternula elliptica	(P. P. King, 1832)	urn:lsid:marinespecies.org:taxname:197217	Animalia	Mollusca	Bivalvia		Laternulidae	Laternula	elliptica	species	Anthony Voisin	Martin Dogniez			https://orcid.org/0000-0003-3696-4445	https://orcid.org/0000-0002-9708-1761			Folch solution			Amber glass vial 4ml							TANGO2_DIV_16			Anthony Voisin | Martin Dogniez	https://orcid.org/0000-0003-3696-4445 | https://orcid.org/0000-0002-9708-1761	PreservedSpecimen	detected
TANGO2_DIV_16_1266_1907_Folch solution_Amber glass vial 4ml	1907	1266	Biota		Laternula elliptica	1	Laternula elliptica	Laternula elliptica	(P. P. King, 1832)	urn:lsid:marinespecies.org:taxname:197217	Animalia	Mollusca	Bivalvia		Laternulidae	Laternula	elliptica	species	Anthony Voisin	Martin Dogniez			https://orcid.org/0000-0003-3696-4445	https://orcid.org/0000-0002-9708-1761			Folch solution			Amber glass vial 4ml							TANGO2_DIV_16			Anthony Voisin | Martin Dogniez	https://orcid.org/0000-0003-3696-4445 | https://orcid.org/0000-0002-9708-1761	PreservedSpecimen	detected
TANGO2_DIV_16_1267_1908_Folch solution_Amber glass vial 4ml	1908	1267	Biota		Laternula elliptica	1	Laternula elliptica	Laternula elliptica	(P. P. King, 1832)	urn:lsid:marinespecies.org:taxname:197217	Animalia	Mollusca	Bivalvia		Laternulidae	Laternula	elliptica	species	Anthony Voisin	Martin Dogniez			https://orcid.org/0000-0003-3696-4445	https://orcid.org/0000-0002-9708-1761			Folch solution			Amber glass vial 4ml							TANGO2_DIV_16			Anthony Voisin | Martin Dogniez	https://orcid.org/0000-0003-3696-4445 | https://orcid.org/0000-0002-9708-1761	PreservedSpecimen	detected
TANGO2_DIV_11_1268_1109_Folch solution_Amber glass vial 4ml	1109	1268	Biota		Margarella antarctica	1	Margarella antarctica	Margarella antarctica	(E. Lamy, 1906)	urn:lsid:marinespecies.org:taxname:197257	Animalia	Mollusca	Gastropoda	Trochida	Calliostomatidae	Margarella	antarctica	species	Anthony Voisin	Martin Dogniez			https://orcid.org/0000-0003-3696-4445	https://orcid.org/0000-0002-9708-1761			Folch solution			Amber glass vial 4ml							TANGO2_DIV_11			Anthony Voisin | Martin Dogniez	https://orcid.org/0000-0003-3696-4445 | https://orcid.org/0000-0002-9708-1761	PreservedSpecimen	detected
TANGO2_DIV_11_1269_1110_Folch solution_Amber glass vial 4ml	1110	1269	Biota		Margarella antarctica	1	Margarella antarctica	Margarella antarctica	(E. Lamy, 1906)	urn:lsid:marinespecies.org:taxname:197257	Animalia	Mollusca	Gastropoda	Trochida	Calliostomatidae	Margarella	antarctica	species	Anthony Voisin	Martin Dogniez			https://orcid.org/0000-0003-3696-4445	https://orcid.org/0000-0002-9708-1761			Folch solution			Amber glass vial 4ml							TANGO2_DIV_11			Anthony Voisin | Martin Dogniez	https://orcid.org/0000-0003-3696-4445 | https://orcid.org/0000-0002-9708-1761	PreservedSpecimen	detected
TANGO2_DIV_11_1264_1111_Folch solution_Amber glass vial 4ml	1111	1264	Biota		Margarella antarctica	1	Margarella antarctica	Margarella antarctica	(E. Lamy, 1906)	urn:lsid:marinespecies.org:taxname:197257	Animalia	Mollusca	Gastropoda	Trochida	Calliostomatidae	Margarella	antarctica	species	Anthony Voisin	Martin Dogniez			https://orcid.org/0000-0003-3696-4445	https://orcid.org/0000-0002-9708-1761			Folch solution			Amber glass vial 4ml							TANGO2_DIV_11			Anthony Voisin | Martin Dogniez	https://orcid.org/0000-0003-3696-4445 | https://orcid.org/0000-0002-9708-1761	PreservedSpecimen	detected
TANGO2_DIV_11_1286_1112_Folch solution_Amber glass vial 4ml	1112	1286	Biota		Margarella antarctica	1	Margarella antarctica	Margarella antarctica	(E. Lamy, 1906)	urn:lsid:marinespecies.org:taxname:197257	Animalia	Mollusca	Gastropoda	Trochida	Calliostomatidae	Margarella	antarctica	species	Anthony Voisin	Martin Dogniez			https://orcid.org/0000-0003-3696-4445	https://orcid.org/0000-0002-9708-1761			Folch solution			Amber glass vial 4ml							TANGO2_DIV_11			Anthony Voisin | Martin Dogniez	https://orcid.org/0000-0003-3696-4445 | https://orcid.org/0000-0002-9708-1761	PreservedSpecimen	detected
