occurrenceID	parentSampleId	sampleId	sampleType	parameter	verbatimScientificName	individualCount	verbatimIdentification	scientificName	scientificNameAuthorship	scientificNameId	kingdom	phylum	class	order	family	genus	specificEpithet	taxonRank	identifiedBy1	identifiedBy2	identifiedBy3	identifiedBy4	identifiedById1	identifiedById2	identifiedById3	identifiedById4	preservedIn1	preservedIn2	preservedIn3	container1	container2	container3	remark	recordedBy1	tangoProject	occurrenceRemarks	eventID	recordedBy	recordedByID	identifiedBy	identifiedByID	basisOfRecord	occurrenceStatus
TANGO2_RD_1_152_NA_Ethanol 96_NA		152	biota		Porifera	15	Porifera	Porifera	Grant, 1836	urn:lsid:marinespecies.org:taxname:558	Animalia	Porifera						phylum	Henri Robert	Camille Moreau				https://orcid.org/0000-0002-0981-7442			Ethanol 96				Kautex 100 ml			Bruno Danis	BIODIVERSITY_MEGABENTHOS		TANGO2_RD_1	Bruno Danis		Henri Robert | Camille Moreau	https://orcid.org/0000-0002-0981-7442	PreservedSpecimen	detected
TANGO2_RD_1_153_NA_Ethanol 96_NA		153	biota		Invertebrata		Invertebrata	Biota		urn:lsid:marinespecies.org:taxname:1								superdomain	Henri Robert	Camille Moreau	Emil De Borger			https://orcid.org/0000-0002-0981-7442	https://orcid.org/0000-0003-4905-1637		Ethanol 96				Kautex 100 ml		Unsorted	Bruno Danis	BIODIVERSITY_MEGABENTHOS	Unsorted	TANGO2_RD_1	Bruno Danis		Henri Robert | Camille Moreau | Emil De Borger	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0003-4905-1637	PreservedSpecimen	detected
TANGO2_RD_1_154_NA_Ethanol 96_NA		154	biota		Invertebrata		Invertebrata	Biota		urn:lsid:marinespecies.org:taxname:1								superdomain	Henri Robert	Camille Moreau	Emil De Borger			https://orcid.org/0000-0002-0981-7442	https://orcid.org/0000-0003-4905-1637		Ethanol 96				Kautex 100 ml		Unsorted	Bruno Danis	BIODIVERSITY_MEGABENTHOS	Unsorted	TANGO2_RD_1	Bruno Danis		Henri Robert | Camille Moreau | Emil De Borger	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0003-4905-1637	PreservedSpecimen	detected
TANGO2_RD_1_155_NA_Ethanol 96_NA		155	biota		Algae	1	Algae	Biota		urn:lsid:marinespecies.org:taxname:1								superdomain	Henri Robert	Camille Moreau	Emil De Borger			https://orcid.org/0000-0002-0981-7442	https://orcid.org/0000-0003-4905-1637		Ethanol 96				Glass Vial 20 ml			Bruno Danis	BIODIVERSITY_MEGABENTHOS		TANGO2_RD_1	Bruno Danis		Henri Robert | Camille Moreau | Emil De Borger	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0003-4905-1637	PreservedSpecimen	detected
TANGO2_RD_1_156_NA_Ethanol 96_NA		156	biota		Algae	5	Algae	Biota		urn:lsid:marinespecies.org:taxname:1								superdomain	Henri Robert	Camille Moreau	Emil De Borger			https://orcid.org/0000-0002-0981-7442	https://orcid.org/0000-0003-4905-1637		Ethanol 96				Glass Vial 20 ml			Bruno Danis	BIODIVERSITY_MEGABENTHOS		TANGO2_RD_1	Bruno Danis		Henri Robert | Camille Moreau | Emil De Borger	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0003-4905-1637	PreservedSpecimen	detected
TANGO2_RD_1_157_NA_Ethanol 96_NA		157	biota		Algae	1	Algae	Biota		urn:lsid:marinespecies.org:taxname:1								superdomain	Henri Robert	Camille Moreau	Emil De Borger			https://orcid.org/0000-0002-0981-7442	https://orcid.org/0000-0003-4905-1637		Ethanol 96				Glass Vial 20 ml			Bruno Danis	BIODIVERSITY_MEGABENTHOS		TANGO2_RD_1	Bruno Danis		Henri Robert | Camille Moreau | Emil De Borger	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0003-4905-1637	PreservedSpecimen	detected
TANGO2_RD_1_158_NA_Ethanol 96_NA		158	biota		Bivalvia	15	Bivalvia	Bivalvia	Linnaeus, 1758	urn:lsid:marinespecies.org:taxname:105	Animalia	Mollusca	Bivalvia					class	Henri Robert	Camille Moreau	Emil De Borger			https://orcid.org/0000-0002-0981-7442	https://orcid.org/0000-0003-4905-1637		Ethanol 96				Glass Vial 20 ml			Bruno Danis	BIODIVERSITY_MEGABENTHOS		TANGO2_RD_1	Bruno Danis		Henri Robert | Camille Moreau | Emil De Borger	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0003-4905-1637	PreservedSpecimen	detected
TANGO2_RD_1_159_NA_Ethanol 96_NA		159	biota		Bivalvia	7	Bivalvia	Bivalvia	Linnaeus, 1758	urn:lsid:marinespecies.org:taxname:105	Animalia	Mollusca	Bivalvia					class	Henri Robert	Camille Moreau	Emil De Borger			https://orcid.org/0000-0002-0981-7442	https://orcid.org/0000-0003-4905-1637		Ethanol 96				Glass Vial 20 ml			Bruno Danis	BIODIVERSITY_MEGABENTHOS		TANGO2_RD_1	Bruno Danis		Henri Robert | Camille Moreau | Emil De Borger	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0003-4905-1637	PreservedSpecimen	detected
TANGO2_RD_1_160_NA_Ethanol 96_NA		160	biota		Amphipoda	150	Amphipoda	Amphipoda	Latreille, 1816	urn:lsid:marinespecies.org:taxname:1135	Animalia	Arthropoda	Malacostraca	Amphipoda				order	Henri Robert	Camille Moreau	Emil De Borger			https://orcid.org/0000-0002-0981-7442	https://orcid.org/0000-0003-4905-1637		Ethanol 96				Glass Vial 20 ml			Bruno Danis	BIODIVERSITY_MEGABENTHOS		TANGO2_RD_1	Bruno Danis		Henri Robert | Camille Moreau | Emil De Borger	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0003-4905-1637	PreservedSpecimen	detected
TANGO2_RD_1_161_NA_Ethanol 96_NA		161	biota		Amphipoda	30	Amphipoda	Amphipoda	Latreille, 1816	urn:lsid:marinespecies.org:taxname:1135	Animalia	Arthropoda	Malacostraca	Amphipoda				order	Henri Robert	Camille Moreau	Emil De Borger			https://orcid.org/0000-0002-0981-7442	https://orcid.org/0000-0003-4905-1637		Ethanol 96				Glass Vial 20 ml			Bruno Danis	BIODIVERSITY_MEGABENTHOS		TANGO2_RD_1	Bruno Danis		Henri Robert | Camille Moreau | Emil De Borger	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0003-4905-1637	PreservedSpecimen	detected
TANGO2_RD_1_162_NA_Ethanol 96_NA		162	biota		Isopoda	30	Isopoda	Isopoda	Latreille, 1816	urn:lsid:marinespecies.org:taxname:1131	Animalia	Arthropoda	Malacostraca	Isopoda				order	Henri Robert	Camille Moreau	Emil De Borger			https://orcid.org/0000-0002-0981-7442	https://orcid.org/0000-0003-4905-1637		Ethanol 96				Glass Vial 20 ml			Bruno Danis	BIODIVERSITY_MEGABENTHOS		TANGO2_RD_1	Bruno Danis		Henri Robert | Camille Moreau | Emil De Borger	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0003-4905-1637	PreservedSpecimen	detected
TANGO2_RD_1_163_NA_Ethanol 96_NA		163	biota		Cumacea	18	Cumacea	Cumacea	Krøyer, 1846	urn:lsid:marinespecies.org:taxname:1137	Animalia	Arthropoda	Malacostraca	Cumacea				order	Henri Robert	Camille Moreau	Emil De Borger			https://orcid.org/0000-0002-0981-7442	https://orcid.org/0000-0003-4905-1637		Ethanol 96				Glass Vial 5 ml			Bruno Danis	BIODIVERSITY_MEGABENTHOS		TANGO2_RD_1	Bruno Danis		Henri Robert | Camille Moreau | Emil De Borger	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0003-4905-1637	PreservedSpecimen	detected
TANGO2_RD_1_164_NA_Ethanol 96_NA		164	biota		Polychaeta	6	Polychaeta	Polychaeta	Grube, 1850	urn:lsid:marinespecies.org:taxname:883	Animalia	Annelida	Polychaeta					class	Henri Robert	Camille Moreau	Emil De Borger			https://orcid.org/0000-0002-0981-7442	https://orcid.org/0000-0003-4905-1637		Ethanol 96				Glass Vial 5 ml			Bruno Danis	BIODIVERSITY_MEGABENTHOS		TANGO2_RD_1	Bruno Danis		Henri Robert | Camille Moreau | Emil De Borger	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0003-4905-1637	PreservedSpecimen	detected
TANGO2_RD_1_165_NA_Ethanol 96_NA		165	biota		Undetermined	10	Biota	Biota		urn:lsid:marinespecies.org:taxname:1								superdomain	Henri Robert	Camille Moreau	Emil De Borger			https://orcid.org/0000-0002-0981-7442	https://orcid.org/0000-0003-4905-1637		Ethanol 96				Glass Vial 5 ml			Bruno Danis	BIODIVERSITY_MEGABENTHOS		TANGO2_RD_1	Bruno Danis		Henri Robert | Camille Moreau | Emil De Borger	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0003-4905-1637	PreservedSpecimen	detected
TANGO2_RD_1_166_NA_Ethanol 96_NA		166	biota		Asteroidea	2	Asteroidea	Asteroidea	de Blainville, 1830	urn:lsid:marinespecies.org:taxname:123080	Animalia	Echinodermata	Asteroidea					class	Henri Robert	Camille Moreau	Emil De Borger			https://orcid.org/0000-0002-0981-7442	https://orcid.org/0000-0003-4905-1637		Ethanol 96				Glass Vial 5 ml			Bruno Danis	BIODIVERSITY_MEGABENTHOS		TANGO2_RD_1	Bruno Danis		Henri Robert | Camille Moreau | Emil De Borger	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0003-4905-1637	PreservedSpecimen	detected
TANGO2_RD_1_167_NA_Ethanol 96_NA		167	biota		Gastropoda	30	Gastropoda	Gastropoda	Cuvier, 1795	urn:lsid:marinespecies.org:taxname:101	Animalia	Mollusca	Gastropoda					class	Henri Robert	Camille Moreau	Emil De Borger			https://orcid.org/0000-0002-0981-7442	https://orcid.org/0000-0003-4905-1637		Ethanol 96				Glass Vial 5 ml			Bruno Danis	BIODIVERSITY_MEGABENTHOS		TANGO2_RD_1	Bruno Danis		Henri Robert | Camille Moreau | Emil De Borger	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0003-4905-1637	PreservedSpecimen	detected
TANGO2_RD_1_168_NA_Ethanol 96_NA		168	biota		Sterechinus neumayeri	21	Sterechinus neumayeri	Sterechinus neumayeri	(Meissner, 1900)	urn:lsid:marinespecies.org:taxname:160831	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri	species	Henri Robert	Camille Moreau	Emil De Borger			https://orcid.org/0000-0002-0981-7442	https://orcid.org/0000-0003-4905-1637		Ethanol 96						Not collected	Bruno Danis	BIODIVERSITY_MEGABENTHOS	Not collected	TANGO2_RD_1	Bruno Danis		Henri Robert | Camille Moreau | Emil De Borger	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0003-4905-1637	PreservedSpecimen	detected
TANGO2_DIV_1_1_NA_Ethanol 96_Eppendorf 1.5 ml		1	Biota		Sterechinus neumayeri		Sterechinus neumayeri	Sterechinus neumayeri	(Meissner, 1900)	urn:lsid:marinespecies.org:taxname:160831	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri	species	Manon Bayat	Lea Katz	Martin Dogniez	Bruno Danis		https://orcid.org/0000-0001-5748-602X	https://orcid.org/0000-0002-9708-1761	https://orcid.org/0000-0002-9037-7623	Ethanol 96	RNA Later	Dried	Eppendorf 1.5 ml	Eppendorf 1.5 ml	Scintillation vial 20 ml					TANGO2_DIV_1			Manon Bayat | Lea Katz | Martin Dogniez | Bruno Danis	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0002-9037-7623	PreservedSpecimen	detected
TANGO2_DIV_1_2_NA_Ethanol 96_Eppendorf 1.5 ml		2	Biota		Sterechinus neumayeri		Sterechinus neumayeri	Sterechinus neumayeri	(Meissner, 1900)	urn:lsid:marinespecies.org:taxname:160831	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri	species	Manon Bayat	Lea Katz	Martin Dogniez	Bruno Danis		https://orcid.org/0000-0001-5748-602X	https://orcid.org/0000-0002-9708-1761	https://orcid.org/0000-0002-9037-7623	Ethanol 96	RNA Later	Dried	Eppendorf 1.5 ml	Eppendorf 1.5 ml	Scintillation vial 20 ml					TANGO2_DIV_1			Manon Bayat | Lea Katz | Martin Dogniez | Bruno Danis	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0002-9037-7623	PreservedSpecimen	detected
TANGO2_DIV_1_3_NA_Ethanol 96_Eppendorf 1.5 ml		3	Biota		Sterechinus neumayeri		Sterechinus neumayeri	Sterechinus neumayeri	(Meissner, 1900)	urn:lsid:marinespecies.org:taxname:160831	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri	species	Manon Bayat	Lea Katz	Martin Dogniez	Bruno Danis		https://orcid.org/0000-0001-5748-602X	https://orcid.org/0000-0002-9708-1761	https://orcid.org/0000-0002-9037-7623	Ethanol 96	RNA Later	Dried	Eppendorf 1.5 ml	Eppendorf 1.5 ml	Scintillation vial 20 ml					TANGO2_DIV_1			Manon Bayat | Lea Katz | Martin Dogniez | Bruno Danis	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0002-9037-7623	PreservedSpecimen	detected
TANGO2_DIV_1_4_NA_Ethanol 96_Eppendorf 1.5 ml		4	Biota		Sterechinus neumayeri		Sterechinus neumayeri	Sterechinus neumayeri	(Meissner, 1900)	urn:lsid:marinespecies.org:taxname:160831	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri	species	Manon Bayat	Lea Katz	Martin Dogniez	Bruno Danis		https://orcid.org/0000-0001-5748-602X	https://orcid.org/0000-0002-9708-1761	https://orcid.org/0000-0002-9037-7623	Ethanol 96	RNA Later	Dried	Eppendorf 1.5 ml	Eppendorf 1.5 ml	Scintillation vial 20 ml					TANGO2_DIV_1			Manon Bayat | Lea Katz | Martin Dogniez | Bruno Danis	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0002-9037-7623	PreservedSpecimen	detected
TANGO2_DIV_1_5_NA_Ethanol 96_Eppendorf 1.5 ml		5	Biota		Sterechinus neumayeri		Sterechinus neumayeri	Sterechinus neumayeri	(Meissner, 1900)	urn:lsid:marinespecies.org:taxname:160831	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri	species	Manon Bayat	Lea Katz	Martin Dogniez	Bruno Danis		https://orcid.org/0000-0001-5748-602X	https://orcid.org/0000-0002-9708-1761	https://orcid.org/0000-0002-9037-7623	Ethanol 96	RNA Later	Dried	Eppendorf 1.5 ml	Eppendorf 1.5 ml	Scintillation vial 20 ml					TANGO2_DIV_1			Manon Bayat | Lea Katz | Martin Dogniez | Bruno Danis	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0002-9037-7623	PreservedSpecimen	detected
TANGO2_DIV_1_6_NA_Ethanol 96_Eppendorf 1.5 ml		6	Biota		Sterechinus neumayeri		Sterechinus neumayeri	Sterechinus neumayeri	(Meissner, 1900)	urn:lsid:marinespecies.org:taxname:160831	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri	species	Manon Bayat	Lea Katz	Martin Dogniez	Bruno Danis		https://orcid.org/0000-0001-5748-602X	https://orcid.org/0000-0002-9708-1761	https://orcid.org/0000-0002-9037-7623	Ethanol 96	RNA Later	Dried	Eppendorf 1.5 ml	Eppendorf 1.5 ml	Scintillation vial 20 ml					TANGO2_DIV_1			Manon Bayat | Lea Katz | Martin Dogniez | Bruno Danis	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0002-9037-7623	PreservedSpecimen	detected
TANGO2_DIV_1_7_NA_Ethanol 96_Eppendorf 1.5 ml		7	Biota		Sterechinus neumayeri		Sterechinus neumayeri	Sterechinus neumayeri	(Meissner, 1900)	urn:lsid:marinespecies.org:taxname:160831	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri	species	Manon Bayat	Lea Katz	Martin Dogniez	Bruno Danis		https://orcid.org/0000-0001-5748-602X	https://orcid.org/0000-0002-9708-1761	https://orcid.org/0000-0002-9037-7623	Ethanol 96	RNA Later	Dried	Eppendorf 1.5 ml	Eppendorf 1.5 ml	Scintillation vial 20 ml					TANGO2_DIV_1			Manon Bayat | Lea Katz | Martin Dogniez | Bruno Danis	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0002-9037-7623	PreservedSpecimen	detected
TANGO2_DIV_1_8_NA_Ethanol 96_Eppendorf 1.5 ml		8	Biota		Sterechinus neumayeri		Sterechinus neumayeri	Sterechinus neumayeri	(Meissner, 1900)	urn:lsid:marinespecies.org:taxname:160831	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri	species	Manon Bayat	Lea Katz	Martin Dogniez	Bruno Danis		https://orcid.org/0000-0001-5748-602X	https://orcid.org/0000-0002-9708-1761	https://orcid.org/0000-0002-9037-7623	Ethanol 96	RNA Later	Dried	Eppendorf 1.5 ml	Eppendorf 1.5 ml	Scintillation vial 20 ml					TANGO2_DIV_1			Manon Bayat | Lea Katz | Martin Dogniez | Bruno Danis	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0002-9037-7623	PreservedSpecimen	detected
TANGO2_DIV_1_9_NA_Ethanol 96_Eppendorf 1.5 ml		9	Biota		Sterechinus neumayeri		Sterechinus neumayeri	Sterechinus neumayeri	(Meissner, 1900)	urn:lsid:marinespecies.org:taxname:160831	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri	species	Manon Bayat	Lea Katz	Martin Dogniez	Bruno Danis		https://orcid.org/0000-0001-5748-602X	https://orcid.org/0000-0002-9708-1761	https://orcid.org/0000-0002-9037-7623	Ethanol 96	RNA Later	Dried	Eppendorf 1.5 ml	Eppendorf 1.5 ml	Scintillation vial 20 ml					TANGO2_DIV_1			Manon Bayat | Lea Katz | Martin Dogniez | Bruno Danis	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0002-9037-7623	PreservedSpecimen	detected
TANGO2_DIV_1_10_NA_Ethanol 96_Eppendorf 1.5 ml		10	Biota		Sterechinus neumayeri		Sterechinus neumayeri	Sterechinus neumayeri	(Meissner, 1900)	urn:lsid:marinespecies.org:taxname:160831	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri	species	Manon Bayat	Lea Katz	Martin Dogniez	Bruno Danis		https://orcid.org/0000-0001-5748-602X	https://orcid.org/0000-0002-9708-1761	https://orcid.org/0000-0002-9037-7623	Ethanol 96	RNA Later	Dried	Eppendorf 1.5 ml	Eppendorf 1.5 ml	Scintillation vial 20 ml					TANGO2_DIV_1			Manon Bayat | Lea Katz | Martin Dogniez | Bruno Danis	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0002-9037-7623	PreservedSpecimen	detected
TANGO2_DIV_1_11_NA_Ethanol 96_Eppendorf 1.5 ml		11	Biota		Sterechinus neumayeri		Sterechinus neumayeri	Sterechinus neumayeri	(Meissner, 1900)	urn:lsid:marinespecies.org:taxname:160831	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri	species	Manon Bayat	Lea Katz	Martin Dogniez	Bruno Danis		https://orcid.org/0000-0001-5748-602X	https://orcid.org/0000-0002-9708-1761	https://orcid.org/0000-0002-9037-7623	Ethanol 96	RNA Later	Dried	Eppendorf 1.5 ml	Eppendorf 1.5 ml	Scintillation vial 20 ml					TANGO2_DIV_1			Manon Bayat | Lea Katz | Martin Dogniez | Bruno Danis	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0002-9037-7623	PreservedSpecimen	detected
TANGO2_DIV_1_12_NA_Ethanol 96_Eppendorf 1.5 ml		12	Biota		Sterechinus neumayeri		Sterechinus neumayeri	Sterechinus neumayeri	(Meissner, 1900)	urn:lsid:marinespecies.org:taxname:160831	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri	species	Manon Bayat	Lea Katz	Martin Dogniez	Bruno Danis		https://orcid.org/0000-0001-5748-602X	https://orcid.org/0000-0002-9708-1761	https://orcid.org/0000-0002-9037-7623	Ethanol 96	RNA Later	Dried	Eppendorf 1.5 ml	Eppendorf 1.5 ml	Scintillation vial 20 ml					TANGO2_DIV_1			Manon Bayat | Lea Katz | Martin Dogniez | Bruno Danis	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0002-9037-7623	PreservedSpecimen	detected
TANGO2_DIV_1_13_NA_Ethanol 96_Eppendorf 1.5 ml		13	Biota		Sterechinus neumayeri		Sterechinus neumayeri	Sterechinus neumayeri	(Meissner, 1900)	urn:lsid:marinespecies.org:taxname:160831	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri	species	Manon Bayat	Lea Katz	Martin Dogniez	Bruno Danis		https://orcid.org/0000-0001-5748-602X	https://orcid.org/0000-0002-9708-1761	https://orcid.org/0000-0002-9037-7623	Ethanol 96	RNA Later	Dried	Eppendorf 1.5 ml	Eppendorf 1.5 ml	Scintillation vial 20 ml					TANGO2_DIV_1			Manon Bayat | Lea Katz | Martin Dogniez | Bruno Danis	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0002-9037-7623	PreservedSpecimen	detected
TANGO2_DIV_1_14_NA_Ethanol 96_Eppendorf 1.5 ml		14	Biota		Sterechinus neumayeri		Sterechinus neumayeri	Sterechinus neumayeri	(Meissner, 1900)	urn:lsid:marinespecies.org:taxname:160831	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri	species	Manon Bayat	Lea Katz	Martin Dogniez	Bruno Danis		https://orcid.org/0000-0001-5748-602X	https://orcid.org/0000-0002-9708-1761	https://orcid.org/0000-0002-9037-7623	Ethanol 96	RNA Later	Dried	Eppendorf 1.5 ml	Eppendorf 1.5 ml	Scintillation vial 20 ml					TANGO2_DIV_1			Manon Bayat | Lea Katz | Martin Dogniez | Bruno Danis	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0002-9037-7623	PreservedSpecimen	detected
TANGO2_DIV_1_15_NA_Ethanol 96_Eppendorf 1.5 ml		15	Biota		Sterechinus neumayeri		Sterechinus neumayeri	Sterechinus neumayeri	(Meissner, 1900)	urn:lsid:marinespecies.org:taxname:160831	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri	species	Manon Bayat	Lea Katz	Martin Dogniez	Bruno Danis		https://orcid.org/0000-0001-5748-602X	https://orcid.org/0000-0002-9708-1761	https://orcid.org/0000-0002-9037-7623	Ethanol 96	RNA Later	Dried	Eppendorf 1.5 ml	Eppendorf 1.5 ml	Scintillation vial 20 ml					TANGO2_DIV_1			Manon Bayat | Lea Katz | Martin Dogniez | Bruno Danis	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0002-9037-7623	PreservedSpecimen	detected
TANGO2_DIV_1_16_NA_Ethanol 96_Eppendorf 1.5 ml		16	Biota		Sterechinus neumayeri		Sterechinus neumayeri	Sterechinus neumayeri	(Meissner, 1900)	urn:lsid:marinespecies.org:taxname:160831	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri	species	Manon Bayat	Lea Katz	Martin Dogniez	Bruno Danis		https://orcid.org/0000-0001-5748-602X	https://orcid.org/0000-0002-9708-1761	https://orcid.org/0000-0002-9037-7623	Ethanol 96	RNA Later	Dried	Eppendorf 1.5 ml	Eppendorf 1.5 ml	Scintillation vial 20 ml					TANGO2_DIV_1			Manon Bayat | Lea Katz | Martin Dogniez | Bruno Danis	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0002-9037-7623	PreservedSpecimen	detected
TANGO2_DIV_1_17_NA_Ethanol 96_Eppendorf 1.5 ml		17	Biota		Sterechinus neumayeri		Sterechinus neumayeri	Sterechinus neumayeri	(Meissner, 1900)	urn:lsid:marinespecies.org:taxname:160831	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri	species	Manon Bayat	Lea Katz	Martin Dogniez	Bruno Danis		https://orcid.org/0000-0001-5748-602X	https://orcid.org/0000-0002-9708-1761	https://orcid.org/0000-0002-9037-7623	Ethanol 96	RNA Later	Dried	Eppendorf 1.5 ml	Eppendorf 1.5 ml	Scintillation vial 20 ml					TANGO2_DIV_1			Manon Bayat | Lea Katz | Martin Dogniez | Bruno Danis	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0002-9037-7623	PreservedSpecimen	detected
TANGO2_DIV_1_18_NA_Ethanol 96_Eppendorf 1.5 ml		18	Biota		Sterechinus neumayeri		Sterechinus neumayeri	Sterechinus neumayeri	(Meissner, 1900)	urn:lsid:marinespecies.org:taxname:160831	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri	species	Manon Bayat	Lea Katz	Martin Dogniez	Bruno Danis		https://orcid.org/0000-0001-5748-602X	https://orcid.org/0000-0002-9708-1761	https://orcid.org/0000-0002-9037-7623	Ethanol 96	RNA Later	Dried	Eppendorf 1.5 ml	Eppendorf 1.5 ml	Scintillation vial 20 ml					TANGO2_DIV_1			Manon Bayat | Lea Katz | Martin Dogniez | Bruno Danis	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0002-9037-7623	PreservedSpecimen	detected
TANGO2_DIV_1_19_NA_Ethanol 96_Eppendorf 1.5 ml		19	Biota		Sterechinus neumayeri		Sterechinus neumayeri	Sterechinus neumayeri	(Meissner, 1900)	urn:lsid:marinespecies.org:taxname:160831	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Sterechinus	neumayeri	species	Manon Bayat	Lea Katz	Martin Dogniez	Bruno Danis		https://orcid.org/0000-0001-5748-602X	https://orcid.org/0000-0002-9708-1761	https://orcid.org/0000-0002-9037-7623	Ethanol 96	RNA Later	Dried	Eppendorf 1.5 ml	Eppendorf 1.5 ml	Scintillation vial 20 ml					TANGO2_DIV_1			Manon Bayat | Lea Katz | Martin Dogniez | Bruno Danis	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0002-9037-7623	PreservedSpecimen	detected
